#chr	start	end	strand	transcript	gene	AED	QI2
6	20921697	20923478	+	transcript:Zm00001d035316_T003	gene:Zm00001d035316	0.30	0.33
6	21080174	21082034	-	transcript:Zm00001d035319_T003	gene:Zm00001d035319	0.29	0.5
6	21501304	21502023	-	transcript:Zm00001d035328_T001	gene:Zm00001d035328	0.22	0.5
6	21911375	21912966	+	transcript:Zm00001d035336_T001	gene:Zm00001d035336	0.29	0.5
6	22716700	22722099	-	transcript:Zm00001d035346_T060	gene:Zm00001d035346	0.34	0.5
6	22716714	22742627	-	transcript:Zm00001d035346_T076	gene:Zm00001d035346	0.31	0.75
6	22716716	22722833	-	transcript:Zm00001d035346_T097	gene:Zm00001d035346	0.39	0.57
6	22716837	22723135	-	transcript:Zm00001d035346_T162	gene:Zm00001d035346	0.33	0.75
6	22719451	22744585	-	transcript:Zm00001d035346_T177	gene:Zm00001d035346	0.36	0.71
6	22719451	22744600	-	transcript:Zm00001d035346_T179	gene:Zm00001d035346	0.35	0.71
6	22719451	22744600	-	transcript:Zm00001d035346_T180	gene:Zm00001d035346	0.36	0.7
6	22719451	22744600	-	transcript:Zm00001d035346_T182	gene:Zm00001d035346	0.37	0.68
6	22719451	22744600	-	transcript:Zm00001d035346_T181	gene:Zm00001d035346	0.35	0.7
6	22719451	22744600	-	transcript:Zm00001d035346_T183	gene:Zm00001d035346	0.36	0.65
6	22719451	22744600	-	transcript:Zm00001d035346_T178	gene:Zm00001d035346	0.32	0.7
6	22719451	22744646	-	transcript:Zm00001d035346_T185	gene:Zm00001d035346	0.35	0.69
6	22719451	22744646	-	transcript:Zm00001d035346_T186	gene:Zm00001d035346	0.35	0.73
6	22719451	22744646	-	transcript:Zm00001d035346_T184	gene:Zm00001d035346	0.31	0.72
6	22719776	22724295	-	transcript:Zm00001d035346_T196	gene:Zm00001d035346	0.35	0.75
6	22766369	22772846	+	transcript:Zm00001d035349_T001	gene:Zm00001d035349	0.10	0.33
6	22881829	22885514	+	transcript:Zm00001d035352_T001	gene:Zm00001d035352	0.25	0.62
6	22919577	22924317	-	transcript:Zm00001d035356_T002	gene:Zm00001d035356	0.38	0.42
6	22919577	22924317	-	transcript:Zm00001d035356_T001	gene:Zm00001d035356	0.35	0.4
6	22777225	22780251	+	transcript:Zm00001d035351_T001	gene:Zm00001d035351	0.14	0.4
6	23533386	23543798	-	transcript:Zm00001d035370_T002	gene:Zm00001d035370	0.32	0.33
6	23533387	23543798	-	transcript:Zm00001d035370_T003	gene:Zm00001d035370	0.24	0.62
6	23625541	23627815	-	transcript:Zm00001d035376_T001	gene:Zm00001d035376	0.25	0.5
6	23814150	23826050	-	transcript:Zm00001d035381_T001	gene:Zm00001d035381	0.27	0.72
6	24037419	24040857	+	transcript:Zm00001d035391_T001	gene:Zm00001d035391	0.12	0.66
6	24184508	24189866	+	transcript:Zm00001d035395_T001	gene:Zm00001d035395	0.13	0.33
6	23996601	24010418	-	transcript:Zm00001d035389_T001	gene:Zm00001d035389	0.36	0.63
6	24413321	24417330	-	transcript:Zm00001d035401_T002	gene:Zm00001d035401	0.23	0.75
6	24545105	24550005	-	transcript:Zm00001d035405_T003	gene:Zm00001d035405	0.06	0.5
6	25085565	25087524	+	transcript:Zm00001d035425_T001	gene:Zm00001d035425	0.27	0.4
6	25148734	25154201	-	transcript:Zm00001d035428_T001	gene:Zm00001d035428	0.27	0.66
6	25148734	25154201	-	transcript:Zm00001d035428_T002	gene:Zm00001d035428	0.28	0.66
6	25148745	25158121	-	transcript:Zm00001d035428_T004	gene:Zm00001d035428	0.23	0.66
6	25148773	25158121	-	transcript:Zm00001d035428_T005	gene:Zm00001d035428	0.23	0.66
6	25296476	25297576	+	transcript:Zm00001d035432_T001	gene:Zm00001d035432	0.36	0.66
6	25350885	25353799	-	transcript:Zm00001d035434_T002	gene:Zm00001d035434	0.19	0.5
6	25379199	25381589	+	transcript:Zm00001d035436_T004	gene:Zm00001d035436	0.22	0.33
6	25692879	25694442	+	transcript:Zm00001d035442_T001	gene:Zm00001d035442	0.10	0.33
6	25930825	25935845	-	transcript:Zm00001d035445_T001	gene:Zm00001d035445	0.24	0.75
6	25988306	25991230	+	transcript:Zm00001d035447_T002	gene:Zm00001d035447	0.19	0.5
6	26190346	26193493	+	transcript:Zm00001d035450_T001	gene:Zm00001d035450	0.13	0.75
6	26386158	26387478	+	transcript:Zm00001d035451_T001	gene:Zm00001d035451	0.28	0.5
6	27552329	27553452	+	transcript:Zm00001d035459_T001	gene:Zm00001d035459	0.20	0.33
6	27592072	27592829	+	transcript:Zm00001d035460_T001	gene:Zm00001d035460	0.50	0.33
6	27973065	27977307	+	transcript:Zm00001d035462_T001	gene:Zm00001d035462	0.14	0.5
6	28058154	28062105	-	transcript:Zm00001d035465_T001	gene:Zm00001d035465	0.47	0.5
6	28062742	28064462	+	transcript:Zm00001d035466_T003	gene:Zm00001d035466	0.06	0.6
6	28062742	28064462	+	transcript:Zm00001d035466_T002	gene:Zm00001d035466	0.14	0.5
6	28271756	28278463	+	transcript:Zm00001d035470_T004	gene:Zm00001d035470	0.16	0.75
6	28271796	28278131	+	transcript:Zm00001d035470_T007	gene:Zm00001d035470	0.16	0.66
6	28367590	28369394	+	transcript:Zm00001d035473_T001	gene:Zm00001d035473	0.14	0.5
6	28367595	28369247	+	transcript:Zm00001d035473_T002	gene:Zm00001d035473	0.22	0.66
6	28685694	28688255	+	transcript:Zm00001d035478_T001	gene:Zm00001d035478	0.28	0.42
6	29354389	29358141	-	transcript:Zm00001d035492_T005	gene:Zm00001d035492	0.37	0.6
6	29418421	29421817	-	transcript:Zm00001d035494_T001	gene:Zm00001d035494	0.06	0.33
6	29547936	29556968	+	transcript:Zm00001d035496_T002	gene:Zm00001d035496	0.19	0.44
6	29548132	29556968	+	transcript:Zm00001d035496_T004	gene:Zm00001d035496	0.23	0.42
6	29602357	29604679	+	transcript:Zm00001d035500_T001	gene:Zm00001d035500	0.30	0.66
6	29602371	29604665	+	transcript:Zm00001d035500_T002	gene:Zm00001d035500	0.31	0.66
6	29602375	29604686	+	transcript:Zm00001d035500_T003	gene:Zm00001d035500	0.32	0.66
6	29659076	29671285	-	transcript:Zm00001d035503_T001	gene:Zm00001d035503	0.34	0.5
6	29725789	29727348	-	transcript:Zm00001d035507_T001	gene:Zm00001d035507	0.31	0.75
6	30272418	30273483	-	transcript:Zm00001d035510_T001	gene:Zm00001d035510	0.38	0.33
6	30481710	30486777	+	transcript:Zm00001d035512_T001	gene:Zm00001d035512	0.25	0.55
6	30749990	30753788	-	transcript:Zm00001d035514_T002	gene:Zm00001d035514	0.41	0.71
6	30749990	30753788	-	transcript:Zm00001d035514_T003	gene:Zm00001d035514	0.41	0.66
6	30749990	30753788	-	transcript:Zm00001d035514_T004	gene:Zm00001d035514	0.46	0.6
6	30753913	30769215	+	transcript:Zm00001d035515_T002	gene:Zm00001d035515	0.22	0.66
6	31151080	31152496	+	transcript:Zm00001d035528_T001	gene:Zm00001d035528	0.19	0.5
6	31463453	31467628	+	transcript:Zm00001d035534_T003	gene:Zm00001d035534	0.22	0.37
6	31609619	31611749	-	transcript:Zm00001d035539_T001	gene:Zm00001d035539	0.38	0.4
6	31734420	31735722	-	transcript:Zm00001d035543_T003	gene:Zm00001d035543	0.41	0.5
6	32007440	32009181	-	transcript:Zm00001d035544_T002	gene:Zm00001d035544	0.10	0.75
6	32356626	32360599	+	transcript:Zm00001d035546_T001	gene:Zm00001d035546	0.37	0.6
6	32356761	32360599	+	transcript:Zm00001d035546_T002	gene:Zm00001d035546	0.26	0.5
6	32902349	32905929	-	transcript:Zm00001d035551_T008	gene:Zm00001d035551	0.33	0.6
6	32902349	32905929	-	transcript:Zm00001d035551_T007	gene:Zm00001d035551	0.29	0.33
6	32906724	32909899	+	transcript:Zm00001d035552_T002	gene:Zm00001d035552	0.36	0.75
6	33061996	33063493	-	transcript:Zm00001d035558_T002	gene:Zm00001d035558	0.33	0.5
6	33062028	33063498	-	transcript:Zm00001d035558_T003	gene:Zm00001d035558	0.31	0.5
6	33062028	33063539	-	transcript:Zm00001d035558_T004	gene:Zm00001d035558	0.28	0.5
6	33062029	33063493	-	transcript:Zm00001d035558_T005	gene:Zm00001d035558	0.26	0.33
6	33062029	33063499	-	transcript:Zm00001d035558_T006	gene:Zm00001d035558	0.21	0.66
6	33062029	33063539	-	transcript:Zm00001d035558_T008	gene:Zm00001d035558	0.27	0.66
6	33094851	33096350	-	transcript:Zm00001d035559_T004	gene:Zm00001d035559	0.03	0.66
6	33094851	33096350	-	transcript:Zm00001d035559_T001	gene:Zm00001d035559	0.05	0.66
6	33094890	33096350	-	transcript:Zm00001d035559_T005	gene:Zm00001d035559	0.05	0.66
6	33094906	33096350	-	transcript:Zm00001d035559_T007	gene:Zm00001d035559	0.10	0.66
6	33094906	33096352	-	transcript:Zm00001d035559_T008	gene:Zm00001d035559	0.06	0.33
6	33094907	33096350	-	transcript:Zm00001d035559_T009	gene:Zm00001d035559	0.11	0.66
6	33094908	33096350	-	transcript:Zm00001d035559_T010	gene:Zm00001d035559	0.25	0.5
6	33094939	33096350	-	transcript:Zm00001d035559_T012	gene:Zm00001d035559	0.22	0.66
6	33094940	33096350	-	transcript:Zm00001d035559_T013	gene:Zm00001d035559	0.07	0.66
6	33094941	33096350	-	transcript:Zm00001d035559_T014	gene:Zm00001d035559	0.14	0.66
6	33094944	33096348	-	transcript:Zm00001d035559_T016	gene:Zm00001d035559	0.13	0.66
6	33142628	33144078	+	transcript:Zm00001d035560_T001	gene:Zm00001d035560	0.26	0.5
6	33142638	33144089	+	transcript:Zm00001d035560_T003	gene:Zm00001d035560	0.25	0.5
6	33142713	33144078	+	transcript:Zm00001d035560_T005	gene:Zm00001d035560	0.24	0.66
6	33142713	33144079	+	transcript:Zm00001d035560_T006	gene:Zm00001d035560	0.24	0.66
6	33142713	33144089	+	transcript:Zm00001d035560_T007	gene:Zm00001d035560	0.31	0.5
6	33142713	33144198	+	transcript:Zm00001d035560_T010	gene:Zm00001d035560	0.30	0.5
6	33142713	33144199	+	transcript:Zm00001d035560_T011	gene:Zm00001d035560	0.15	0.66
6	33142714	33144078	+	transcript:Zm00001d035560_T012	gene:Zm00001d035560	0.26	0.66
6	33142714	33144078	+	transcript:Zm00001d035560_T013	gene:Zm00001d035560	0.25	0.66
6	33142714	33144087	+	transcript:Zm00001d035560_T014	gene:Zm00001d035560	0.31	0.5
6	33142714	33144199	+	transcript:Zm00001d035560_T015	gene:Zm00001d035560	0.25	0.5
6	33142716	33144077	+	transcript:Zm00001d035560_T016	gene:Zm00001d035560	0.30	0.5
6	33142717	33144198	+	transcript:Zm00001d035560_T018	gene:Zm00001d035560	0.24	0.5
6	33142724	33144078	+	transcript:Zm00001d035560_T019	gene:Zm00001d035560	0.26	0.5
6	33193666	33195145	-	transcript:Zm00001d035561_T002	gene:Zm00001d035561	0.28	0.33
6	33367726	33369270	+	transcript:Zm00001d035562_T001	gene:Zm00001d035562	0.24	0.66
6	33367726	33369274	+	transcript:Zm00001d035562_T002	gene:Zm00001d035562	0.24	0.66
6	33367726	33369279	+	transcript:Zm00001d035562_T003	gene:Zm00001d035562	0.36	0.66
6	33367726	33369312	+	transcript:Zm00001d035562_T005	gene:Zm00001d035562	0.27	0.66
6	33367726	33369313	+	transcript:Zm00001d035562_T006	gene:Zm00001d035562	0.23	0.66
6	33367727	33369270	+	transcript:Zm00001d035562_T008	gene:Zm00001d035562	0.28	0.66
6	33669439	33787325	+	transcript:Zm00001d035566_T001	gene:Zm00001d035566	0.24	0.38
6	33989345	33991999	-	transcript:Zm00001d035569_T001	gene:Zm00001d035569	0.14	0.5
6	34068043	34075550	+	transcript:Zm00001d035570_T013	gene:Zm00001d035570	0.40	0.36
6	34070468	34075400	+	transcript:Zm00001d035570_T017	gene:Zm00001d035570	0.34	0.5
6	34070798	34075523	+	transcript:Zm00001d035570_T024	gene:Zm00001d035570	0.29	0.33
6	34074763	34075505	+	transcript:Zm00001d035570_T026	gene:Zm00001d035570	0.47	0.5
6	34748492	34749929	-	transcript:Zm00001d035581_T001	gene:Zm00001d035581	0.45	0.33
6	35984176	35985908	+	transcript:Zm00001d035597_T002	gene:Zm00001d035597	0.33	0.5
6	37468979	37471339	-	transcript:Zm00001d035621_T001	gene:Zm00001d035621	0.14	0.62
6	37472602	37473210	-	transcript:Zm00001d035622_T001	gene:Zm00001d035622	0.39	0.33
6	37505308	37508930	+	transcript:Zm00001d035628_T004	gene:Zm00001d035628	0.32	0.66
6	37478854	37482469	+	transcript:Zm00001d035624_T004	gene:Zm00001d035624	0.32	0.66
6	37479839	37482504	+	transcript:Zm00001d035624_T006	gene:Zm00001d035624	0.40	0.5
6	37482838	37483682	-	transcript:Zm00001d035625_T001	gene:Zm00001d035625	0.24	0.5
6	37843840	37850778	-	transcript:Zm00001d035632_T002	gene:Zm00001d035632	0.24	0.6
6	37843840	37850778	-	transcript:Zm00001d035632_T001	gene:Zm00001d035632	0.23	0.63
6	37851558	37852204	-	transcript:Zm00001d035633_T001	gene:Zm00001d035633	0.31	0.5
6	37916341	37917723	+	transcript:Zm00001d035636_T001	gene:Zm00001d035636	0.29	0.5
6	38118218	38126651	-	transcript:Zm00001d035644_T001	gene:Zm00001d035644	0.20	0.66
6	39874420	39878023	-	transcript:Zm00001d035664_T002	gene:Zm00001d035664	0.27	0.5
6	40029517	40033562	-	transcript:Zm00001d035666_T004	gene:Zm00001d035666	0.20	0.5
6	40085984	40086877	-	transcript:Zm00001d035667_T001	gene:Zm00001d035667	0.23	0.33
6	40159721	40164875	-	transcript:Zm00001d035668_T003	gene:Zm00001d035668	0.35	0.5
6	40160341	40164875	-	transcript:Zm00001d035668_T004	gene:Zm00001d035668	0.45	0.6
6	40852846	40860379	+	transcript:Zm00001d035679_T008	gene:Zm00001d035679	0.18	0.75
6	40852846	40860379	+	transcript:Zm00001d035679_T006	gene:Zm00001d035679	0.17	0.75
6	40852846	40860379	+	transcript:Zm00001d035679_T007	gene:Zm00001d035679	0.17	0.72
6	41121034	41122205	-	transcript:Zm00001d035688_T001	gene:Zm00001d035688	0.21	0.66
6	41471658	41476621	-	transcript:Zm00001d035695_T001	gene:Zm00001d035695	0.23	0.75
6	41471673	41476780	-	transcript:Zm00001d035695_T013	gene:Zm00001d035695	0.05	0.71
6	41471695	41476637	-	transcript:Zm00001d035695_T017	gene:Zm00001d035695	0.12	0.71
6	41834803	41836453	+	transcript:Zm00001d035703_T001	gene:Zm00001d035703	0.08	0.5
6	41943645	41944706	-	transcript:Zm00001d035709_T001	gene:Zm00001d035709	0.17	0.75
6	41696515	41698276	+	transcript:Zm00001d035700_T002	gene:Zm00001d035700	0.29	0.5
6	41696515	41698276	+	transcript:Zm00001d035700_T003	gene:Zm00001d035700	0.17	0.33
6	41696515	41698330	+	transcript:Zm00001d035700_T005	gene:Zm00001d035700	0.19	0.5
6	41696515	41698343	+	transcript:Zm00001d035700_T006	gene:Zm00001d035700	0.13	0.5
6	41696515	41698367	+	transcript:Zm00001d035700_T007	gene:Zm00001d035700	0.27	0.5
6	41696515	41698392	+	transcript:Zm00001d035700_T009	gene:Zm00001d035700	0.26	0.5
6	41696515	41698393	+	transcript:Zm00001d035700_T010	gene:Zm00001d035700	0.11	0.33
6	41696515	41698406	+	transcript:Zm00001d035700_T012	gene:Zm00001d035700	0.11	0.33
6	41696515	41698412	+	transcript:Zm00001d035700_T013	gene:Zm00001d035700	0.13	0.5
6	41696515	41698422	+	transcript:Zm00001d035700_T014	gene:Zm00001d035700	0.20	0.33
6	41696515	41698426	+	transcript:Zm00001d035700_T015	gene:Zm00001d035700	0.15	0.5
6	42944090	42946691	-	transcript:Zm00001d035720_T004	gene:Zm00001d035720	0.35	0.6
6	42946898	42949902	+	transcript:Zm00001d035721_T002	gene:Zm00001d035721	0.32	0.6
6	43060058	43062209	-	transcript:Zm00001d035722_T005	gene:Zm00001d035722	0.26	0.66
6	43060078	43062854	-	transcript:Zm00001d035722_T006	gene:Zm00001d035722	0.09	0.5
6	44441392	44445960	-	transcript:Zm00001d035744_T001	gene:Zm00001d035744	0.50	0.66
6	45350374	45356168	+	transcript:Zm00001d035751_T001	gene:Zm00001d035751	0.44	0.71
6	45354992	45356168	+	transcript:Zm00001d035751_T004	gene:Zm00001d035751	0.42	0.66
6	46354121	46356647	+	transcript:Zm00001d035765_T001	gene:Zm00001d035765	0.22	0.5
6	46355077	46356642	+	transcript:Zm00001d035765_T003	gene:Zm00001d035765	0.31	0.5
6	48971439	48972583	+	transcript:Zm00001d035787_T001	gene:Zm00001d035787	0.14	0.75
6	50312071	50313812	-	transcript:Zm00001d035794_T001	gene:Zm00001d035794	0.46	0.33
6	50541060	50542769	+	transcript:Zm00001d035800_T001	gene:Zm00001d035800	0.21	0.33
6	50541060	50542769	+	transcript:Zm00001d035800_T002	gene:Zm00001d035800	0.22	0.33
6	51512969	51517185	+	transcript:Zm00001d035807_T001	gene:Zm00001d035807	0.34	0.66
6	51702107	51706398	-	transcript:Zm00001d035812_T003	gene:Zm00001d035812	0.07	0.33
6	51708899	51711124	-	transcript:Zm00001d035813_T001	gene:Zm00001d035813	0.22	0.66
6	52272151	52289829	+	transcript:Zm00001d035817_T001	gene:Zm00001d035817	0.08	0.7
6	53472680	53477924	+	transcript:Zm00001d035823_T001	gene:Zm00001d035823	0.26	0.5
6	53793433	53795747	+	transcript:Zm00001d035829_T001	gene:Zm00001d035829	0.05	0.5
6	54111958	54113813	-	transcript:Zm00001d035833_T001	gene:Zm00001d035833	0.28	0.5
6	54311637	54312577	+	transcript:Zm00001d035838_T001	gene:Zm00001d035838	0.31	0.5
6	55459829	55461636	+	transcript:Zm00001d035845_T001	gene:Zm00001d035845	0.21	0.5
6	55462393	55466921	-	transcript:Zm00001d035846_T001	gene:Zm00001d035846	0.07	0.6
6	57433498	57434139	+	transcript:Zm00001d035863_T001	gene:Zm00001d035863	0.13	0.5
