#chr	start	end	strand	transcript	gene	AED	QI2
4	3509692	3516050	-	transcript:Zm00001d048701_T020	gene:Zm00001d048701	0.36	0.55
4	3509692	3516132	-	transcript:Zm00001d048701_T024	gene:Zm00001d048701	0.06	0.66
4	3509692	3516132	-	transcript:Zm00001d048701_T023	gene:Zm00001d048701	0.22	0.75
4	3509693	3516025	-	transcript:Zm00001d048701_T029	gene:Zm00001d048701	0.05	0.5
4	3509735	3516025	-	transcript:Zm00001d048701_T045	gene:Zm00001d048701	0.08	0.5
4	3509735	3516025	-	transcript:Zm00001d048701_T047	gene:Zm00001d048701	0.08	0.66
4	3509736	3514644	-	transcript:Zm00001d048701_T054	gene:Zm00001d048701	0.30	0.66
4	3509736	3515666	-	transcript:Zm00001d048701_T056	gene:Zm00001d048701	0.19	0.42
4	3509736	3515739	-	transcript:Zm00001d048701_T057	gene:Zm00001d048701	0.09	0.66
4	3509736	3516025	-	transcript:Zm00001d048701_T061	gene:Zm00001d048701	0.06	0.5
4	3509736	3516025	-	transcript:Zm00001d048701_T059	gene:Zm00001d048701	0.10	0.66
4	3509736	3516135	-	transcript:Zm00001d048701_T069	gene:Zm00001d048701	0.10	0.66
4	3509736	3516140	-	transcript:Zm00001d048701_T073	gene:Zm00001d048701	0.17	0.75
4	3509737	3516025	-	transcript:Zm00001d048701_T082	gene:Zm00001d048701	0.04	0.66
4	3509737	3516025	-	transcript:Zm00001d048701_T081	gene:Zm00001d048701	0.11	0.66
4	3509737	3516025	-	transcript:Zm00001d048701_T080	gene:Zm00001d048701	0.07	0.66
4	3509737	3516048	-	transcript:Zm00001d048701_T084	gene:Zm00001d048701	0.11	0.66
4	3509737	3516131	-	transcript:Zm00001d048701_T085	gene:Zm00001d048701	0.09	0.66
4	3509772	3516025	-	transcript:Zm00001d048701_T090	gene:Zm00001d048701	0.29	0.66
4	3509804	3515503	-	transcript:Zm00001d048701_T097	gene:Zm00001d048701	0.11	0.66
4	3509804	3516025	-	transcript:Zm00001d048701_T099	gene:Zm00001d048701	0.08	0.66
4	3509804	3516031	-	transcript:Zm00001d048701_T101	gene:Zm00001d048701	0.07	0.66
4	3509804	3516046	-	transcript:Zm00001d048701_T102	gene:Zm00001d048701	0.10	0.66
4	3509804	3516173	-	transcript:Zm00001d048701_T103	gene:Zm00001d048701	0.07	0.66
4	3509805	3516025	-	transcript:Zm00001d048701_T105	gene:Zm00001d048701	0.21	0.75
4	3510369	3516024	-	transcript:Zm00001d048701_T128	gene:Zm00001d048701	0.15	0.66
4	3510561	3515808	-	transcript:Zm00001d048701_T129	gene:Zm00001d048701	0.41	0.33
4	3574390	3576488	-	transcript:Zm00001d048702_T001	gene:Zm00001d048702	0.09	0.5
4	3574518	3576530	-	transcript:Zm00001d048702_T002	gene:Zm00001d048702	0.17	0.33
4	4312488	4315879	+	transcript:Zm00001d048726_T001	gene:Zm00001d048726	0.44	0.5
4	4760731	4762024	+	transcript:Zm00001d048738_T001	gene:Zm00001d048738	0.19	0.33
4	5252996	5255776	+	transcript:Zm00001d048769_T002	gene:Zm00001d048769	0.25	0.5
4	5407409	5413322	+	transcript:Zm00001d048777_T001	gene:Zm00001d048777	0.11	0.71
4	5407665	5413328	+	transcript:Zm00001d048777_T019	gene:Zm00001d048777	0.07	0.75
4	5469144	5470861	-	transcript:Zm00001d048781_T001	gene:Zm00001d048781	0.03	0.75
4	5479500	5491932	+	transcript:Zm00001d048783_T001	gene:Zm00001d048783	0.44	0.58
4	5537283	5538661	-	transcript:Zm00001d048786_T001	gene:Zm00001d048786	0.10	0.5
4	5628016	5632214	-	transcript:Zm00001d048792_T003	gene:Zm00001d048792	0.27	0.75
4	5630066	5632158	-	transcript:Zm00001d048792_T008	gene:Zm00001d048792	0.43	0.66
4	5656674	5657872	-	transcript:Zm00001d048797_T001	gene:Zm00001d048797	0.22	0.5
4	5380779	5382734	+	transcript:Zm00001d048776_T001	gene:Zm00001d048776	0.02	0.5
4	6012941	6016652	-	transcript:Zm00001d048823_T001	gene:Zm00001d048823	0.39	0.66
4	6013073	6018723	-	transcript:Zm00001d048823_T003	gene:Zm00001d048823	0.21	0.75
4	6013073	6018723	-	transcript:Zm00001d048823_T002	gene:Zm00001d048823	0.17	0.75
4	6013073	6019888	-	transcript:Zm00001d048823_T005	gene:Zm00001d048823	0.32	0.6
4	6013073	6019888	-	transcript:Zm00001d048823_T004	gene:Zm00001d048823	0.28	0.6
4	6033091	6035457	+	transcript:Zm00001d048825_T002	gene:Zm00001d048825	0.17	0.66
4	6084918	6088964	-	transcript:Zm00001d048831_T001	gene:Zm00001d048831	0.17	0.5
4	6126471	6129770	-	transcript:Zm00001d048832_T001	gene:Zm00001d048832	0.01	0.5
4	6134898	6138798	+	transcript:Zm00001d048833_T003	gene:Zm00001d048833	0.11	0.5
4	6138916	6142254	-	transcript:Zm00001d048834_T001	gene:Zm00001d048834	0.14	0.4
4	6142952	6150253	-	transcript:Zm00001d048835_T043	gene:Zm00001d048835	0.06	0.72
4	6142952	6150278	-	transcript:Zm00001d048835_T052	gene:Zm00001d048835	0.07	0.61
4	6223779	6225504	+	transcript:Zm00001d048841_T002	gene:Zm00001d048841	0.16	0.33
4	4829087	4832212	-	transcript:Zm00001d048742_T002	gene:Zm00001d048742	0.30	0.5
4	4829087	4832212	-	transcript:Zm00001d048742_T001	gene:Zm00001d048742	0.13	0.5
4	4878851	4884717	-	transcript:Zm00001d048747_T002	gene:Zm00001d048747	0.41	0.33
4	4941857	4950313	-	transcript:Zm00001d048753_T003	gene:Zm00001d048753	0.36	0.5
4	4968904	4977465	-	transcript:Zm00001d048755_T001	gene:Zm00001d048755	0.25	0.5
4	4821820	4825079	+	transcript:Zm00001d048741_T135	gene:Zm00001d048741	0.44	0.5
4	6760654	6762721	-	transcript:Zm00001d048868_T001	gene:Zm00001d048868	0.45	0.75
4	6760654	6765415	-	transcript:Zm00001d048868_T003	gene:Zm00001d048868	0.35	0.42
4	6760654	6765415	-	transcript:Zm00001d048868_T002	gene:Zm00001d048868	0.34	0.57
4	7214774	7220280	-	transcript:Zm00001d048891_T009	gene:Zm00001d048891	0.20	0.75
4	7214831	7220284	-	transcript:Zm00001d048891_T011	gene:Zm00001d048891	0.04	0.5
4	7259957	7263342	-	transcript:Zm00001d048896_T001	gene:Zm00001d048896	0.22	0.33
4	7259957	7263342	-	transcript:Zm00001d048896_T003	gene:Zm00001d048896	0.30	0.5
4	7406497	7414671	-	transcript:Zm00001d048902_T003	gene:Zm00001d048902	0.38	0.6
4	7406624	7414531	-	transcript:Zm00001d048902_T007	gene:Zm00001d048902	0.12	0.66
4	7644560	7652002	-	transcript:Zm00001d048906_T001	gene:Zm00001d048906	0.21	0.5
4	7659035	7664153	-	transcript:Zm00001d048907_T001	gene:Zm00001d048907	0.15	0.5
4	7808119	7809203	-	transcript:Zm00001d048910_T001	gene:Zm00001d048910	0.18	0.33
4	8239499	8247021	-	transcript:Zm00001d048926_T001	gene:Zm00001d048926	0.10	0.62
4	8239521	8247021	-	transcript:Zm00001d048926_T003	gene:Zm00001d048926	0.12	0.66
4	8258980	8259930	-	transcript:Zm00001d048928_T001	gene:Zm00001d048928	0.33	0.66
4	8097437	8102524	+	transcript:Zm00001d048923_T001	gene:Zm00001d048923	0.39	0.42
4	8536568	8538453	+	transcript:Zm00001d048931_T001	gene:Zm00001d048931	0.16	0.33
4	6876142	6879830	+	transcript:Zm00001d048876_T087	gene:Zm00001d048876	0.38	0.5
4	9745227	9747622	-	transcript:Zm00001d048937_T001	gene:Zm00001d048937	0.18	0.6
4	10715140	10722500	+	transcript:Zm00001d048958_T004	gene:Zm00001d048958	0.19	0.33
4	10754425	10760360	-	transcript:Zm00001d048959_T002	gene:Zm00001d048959	0.42	0.5
4	11115645	11119275	-	transcript:Zm00001d048970_T001	gene:Zm00001d048970	0.34	0.4
4	11115645	11121173	-	transcript:Zm00001d048970_T006	gene:Zm00001d048970	0.30	0.55
4	11115645	11121173	-	transcript:Zm00001d048970_T003	gene:Zm00001d048970	0.30	0.71
4	11116485	11121146	-	transcript:Zm00001d048970_T009	gene:Zm00001d048970	0.10	0.66
4	11116505	11121113	-	transcript:Zm00001d048970_T013	gene:Zm00001d048970	0.12	0.33
4	11220061	11221430	-	transcript:Zm00001d048974_T001	gene:Zm00001d048974	0.34	0.33
4	11325273	11328846	+	transcript:Zm00001d048977_T003	gene:Zm00001d048977	0.19	0.75
4	11098504	11103117	-	transcript:Zm00001d048969_T004	gene:Zm00001d048969	0.15	0.6
4	11451926	11462159	+	transcript:Zm00001d048982_T001	gene:Zm00001d048982	0.34	0.33
4	11477239	11479758	+	transcript:Zm00001d048983_T001	gene:Zm00001d048983	0.43	0.66
4	12330907	12332675	-	transcript:Zm00001d049007_T001	gene:Zm00001d049007	0.03	0.66
4	12505586	12506300	-	transcript:Zm00001d049013_T001	gene:Zm00001d049013	0.43	0.5
4	12726654	12728090	+	transcript:Zm00001d049017_T001	gene:Zm00001d049017	0.10	0.66
4	12796990	12800245	+	transcript:Zm00001d049019_T012	gene:Zm00001d049019	0.40	0.5
4	13520551	13522455	+	transcript:Zm00001d049038_T019	gene:Zm00001d049038	0.42	0.5
4	13520551	13522505	+	transcript:Zm00001d049038_T020	gene:Zm00001d049038	0.42	0.75
4	13520551	13522505	+	transcript:Zm00001d049038_T021	gene:Zm00001d049038	0.42	0.66
4	12939958	12947069	+	transcript:Zm00001d049023_T004	gene:Zm00001d049023	0.25	0.44
4	12939958	12947069	+	transcript:Zm00001d049023_T003	gene:Zm00001d049023	0.24	0.37
4	12939958	12947069	+	transcript:Zm00001d049023_T002	gene:Zm00001d049023	0.34	0.44
4	12939973	12945164	+	transcript:Zm00001d049023_T015	gene:Zm00001d049023	0.23	0.75
4	12951363	12952979	+	transcript:Zm00001d049024_T001	gene:Zm00001d049024	0.08	0.75
4	12955053	12957007	+	transcript:Zm00001d049025_T001	gene:Zm00001d049025	0.29	0.5
4	12963595	12967909	-	transcript:Zm00001d049026_T001	gene:Zm00001d049026	0.44	0.75
4	12964924	12967909	-	transcript:Zm00001d049026_T005	gene:Zm00001d049026	0.46	0.66
4	12964924	12972386	-	transcript:Zm00001d049026_T008	gene:Zm00001d049026	0.18	0.6
4	13051519	13056110	-	transcript:Zm00001d049030_T001	gene:Zm00001d049030	0.25	0.5
4	13125368	13127069	-	transcript:Zm00001d049031_T001	gene:Zm00001d049031	0.35	0.66
4	13160111	13161601	-	transcript:Zm00001d049033_T001	gene:Zm00001d049033	0.19	0.33
4	14566175	14568251	+	transcript:Zm00001d049064_T001	gene:Zm00001d049064	0.42	0.5
4	14566175	14568382	+	transcript:Zm00001d049064_T002	gene:Zm00001d049064	0.31	0.6
4	14652461	14655333	-	transcript:Zm00001d049070_T001	gene:Zm00001d049070	0.28	0.5
4	14013949	14016648	+	transcript:Zm00001d049053_T005	gene:Zm00001d049053	0.36	0.66
4	14013949	14017986	+	transcript:Zm00001d049053_T006	gene:Zm00001d049053	0.21	0.75
4	14987178	14998256	+	transcript:Zm00001d049077_T001	gene:Zm00001d049077	0.16	0.71
4	15479800	15486890	-	transcript:Zm00001d049083_T003	gene:Zm00001d049083	0.16	0.75
4	15536829	15539171	+	transcript:Zm00001d049085_T001	gene:Zm00001d049085	0.07	0.4
4	14903946	14908170	+	transcript:Zm00001d049075_T001	gene:Zm00001d049075	0.27	0.4
4	14903946	14908170	+	transcript:Zm00001d049075_T002	gene:Zm00001d049075	0.27	0.5
4	15846779	15847781	-	transcript:Zm00001d049094_T003	gene:Zm00001d049094	0.37	0.66
4	15589806	15590933	+	transcript:Zm00001d049086_T001	gene:Zm00001d049086	0.02	0.75
4	16375398	16376811	+	transcript:Zm00001d049109_T001	gene:Zm00001d049109	0.09	0.66
4	16437392	16446205	+	transcript:Zm00001d049112_T001	gene:Zm00001d049112	0.44	0.33
4	15932046	15937565	+	transcript:Zm00001d049095_T002	gene:Zm00001d049095	0.22	0.57
4	16727125	16737572	+	transcript:Zm00001d049121_T001	gene:Zm00001d049121	0.09	0.33
4	17528056	17534730	+	transcript:Zm00001d049140_T043	gene:Zm00001d049140	0.37	0.62
4	17662558	17664405	+	transcript:Zm00001d049143_T001	gene:Zm00001d049143	0.18	0.33
4	17366184	17386441	-	transcript:Zm00001d049138_T001	gene:Zm00001d049138	0.28	0.75
4	19002050	19005122	-	transcript:Zm00001d049171_T001	gene:Zm00001d049171	0.25	0.75
4	18891928	18895420	+	transcript:Zm00001d049168_T008	gene:Zm00001d049168	0.36	0.66
4	17983937	17992461	+	transcript:Zm00001d049153_T006	gene:Zm00001d049153	0.37	0.57
4	17983937	17992461	+	transcript:Zm00001d049153_T007	gene:Zm00001d049153	0.39	0.71
4	19868766	19876540	-	transcript:Zm00001d049192_T001	gene:Zm00001d049192	0.03	0.66
4	19622983	19624218	+	transcript:Zm00001d049183_T001	gene:Zm00001d049183	0.42	0.5
4	20789062	20796826	+	transcript:Zm00001d049210_T003	gene:Zm00001d049210	0.30	0.7
4	20791960	20796826	+	transcript:Zm00001d049210_T015	gene:Zm00001d049210	0.33	0.6
4	21082663	21085352	+	transcript:Zm00001d049216_T001	gene:Zm00001d049216	0.30	0.5
4	21137292	21138857	+	transcript:Zm00001d049217_T003	gene:Zm00001d049217	0.03	0.5
4	20623523	20624545	-	transcript:Zm00001d049208_T031	gene:Zm00001d049208	0.46	0.66
4	21926866	21928847	+	transcript:Zm00001d049231_T001	gene:Zm00001d049231	0.37	0.66
4	22371776	22374511	+	transcript:Zm00001d049239_T002	gene:Zm00001d049239	0.29	0.5
4	22371776	22374513	+	transcript:Zm00001d049239_T003	gene:Zm00001d049239	0.12	0.33
4	22371776	22374529	+	transcript:Zm00001d049239_T004	gene:Zm00001d049239	0.12	0.33
4	22429721	22431457	-	transcript:Zm00001d049240_T001	gene:Zm00001d049240	0.17	0.66
4	22433030	22435378	+	transcript:Zm00001d049241_T001	gene:Zm00001d049241	0.29	0.5
4	22959532	22960567	+	transcript:Zm00001d049254_T001	gene:Zm00001d049254	0.07	0.66
4	23001557	23003585	-	transcript:Zm00001d049255_T001	gene:Zm00001d049255	0.24	0.5
4	23695704	23697745	-	transcript:Zm00001d049266_T001	gene:Zm00001d049266	0.14	0.66
4	24073370	24074446	+	transcript:Zm00001d049274_T001	gene:Zm00001d049274	0.37	0.5
4	24582903	24585381	+	transcript:Zm00001d049289_T001	gene:Zm00001d049289	0.40	0.66
4	24582938	24585379	+	transcript:Zm00001d049289_T003	gene:Zm00001d049289	0.28	0.5
4	25435249	25437483	-	transcript:Zm00001d049303_T001	gene:Zm00001d049303	0.23	0.5
4	25528212	25532510	-	transcript:Zm00001d049305_T002	gene:Zm00001d049305	0.13	0.75
4	25972812	26004018	-	transcript:Zm00001d049313_T001	gene:Zm00001d049313	0.15	0.64
4	25972812	26004018	-	transcript:Zm00001d049313_T002	gene:Zm00001d049313	0.31	0.61
4	26475602	26481784	+	transcript:Zm00001d049326_T002	gene:Zm00001d049326	0.07	0.71
4	27364407	27374489	-	transcript:Zm00001d049348_T002	gene:Zm00001d049348	0.43	0.7
4	27364476	27374489	-	transcript:Zm00001d049348_T004	gene:Zm00001d049348	0.41	0.66
4	27049534	27053219	+	transcript:Zm00001d049336_T002	gene:Zm00001d049336	0.23	0.5
4	27131435	27135955	-	transcript:Zm00001d049337_T001	gene:Zm00001d049337	0.26	0.4
4	27217033	27222650	+	transcript:Zm00001d049343_T002	gene:Zm00001d049343	0.30	0.6
4	27738168	27740863	+	transcript:Zm00001d049355_T002	gene:Zm00001d049355	0.38	0.5
4	27911184	27917214	-	transcript:Zm00001d049362_T006	gene:Zm00001d049362	0.04	0.66
4	27911213	27917149	-	transcript:Zm00001d049362_T007	gene:Zm00001d049362	0.11	0.33
4	28009164	28011626	-	transcript:Zm00001d049367_T001	gene:Zm00001d049367	0.46	0.42
4	28017203	28022180	-	transcript:Zm00001d049370_T001	gene:Zm00001d049370	0.46	0.5
4	28017203	28023529	-	transcript:Zm00001d049370_T003	gene:Zm00001d049370	0.29	0.5
4	28017203	28023529	-	transcript:Zm00001d049370_T002	gene:Zm00001d049370	0.28	0.5
4	27879524	27894223	-	transcript:Zm00001d049361_T004	gene:Zm00001d049361	0.34	0.33
4	27879589	27893067	-	transcript:Zm00001d049361_T006	gene:Zm00001d049361	0.34	0.5
4	28203826	28208585	-	transcript:Zm00001d049376_T001	gene:Zm00001d049376	0.06	0.33
4	28211107	28221931	-	transcript:Zm00001d049377_T001	gene:Zm00001d049377	0.41	0.44
4	28211107	28226174	-	transcript:Zm00001d049377_T002	gene:Zm00001d049377	0.32	0.66
4	28211107	28236761	-	transcript:Zm00001d049377_T004	gene:Zm00001d049377	0.43	0.61
4	28211107	28236761	-	transcript:Zm00001d049377_T005	gene:Zm00001d049377	0.44	0.54
4	28211107	28236761	-	transcript:Zm00001d049377_T006	gene:Zm00001d049377	0.44	0.5
4	28211107	28236761	-	transcript:Zm00001d049377_T007	gene:Zm00001d049377	0.43	0.58
4	28588202	28591027	-	transcript:Zm00001d049384_T001	gene:Zm00001d049384	0.41	0.33
4	28588207	28590578	-	transcript:Zm00001d049384_T002	gene:Zm00001d049384	0.38	0.66
4	28588208	28590578	-	transcript:Zm00001d049384_T003	gene:Zm00001d049384	0.18	0.33
4	28600001	28602662	-	transcript:Zm00001d049385_T001	gene:Zm00001d049385	0.38	0.5
4	29101536	29104147	-	transcript:Zm00001d049394_T001	gene:Zm00001d049394	0.10	0.33
4	29109389	29115190	-	transcript:Zm00001d049396_T001	gene:Zm00001d049396	0.26	0.42
4	29802483	29804635	-	transcript:Zm00001d049412_T001	gene:Zm00001d049412	0.40	0.33
4	29851781	29857160	+	transcript:Zm00001d049413_T003	gene:Zm00001d049413	0.20	0.66
4	29867940	29874505	+	transcript:Zm00001d049416_T002	gene:Zm00001d049416	0.44	0.5
4	29506896	29518197	-	transcript:Zm00001d049403_T002	gene:Zm00001d049403	0.33	0.52
4	29506896	29518197	-	transcript:Zm00001d049403_T001	gene:Zm00001d049403	0.30	0.46
4	29506896	29518282	-	transcript:Zm00001d049403_T003	gene:Zm00001d049403	0.33	0.55
4	30358010	30361359	+	transcript:Zm00001d049440_T001	gene:Zm00001d049440	0.15	0.66
4	30362045	30373591	-	transcript:Zm00001d049441_T002	gene:Zm00001d049441	0.28	0.71
4	30362055	30373591	-	transcript:Zm00001d049441_T003	gene:Zm00001d049441	0.29	0.75
4	30465252	30474792	+	transcript:Zm00001d049442_T008	gene:Zm00001d049442	0.11	0.66
4	30698430	30704468	-	transcript:Zm00001d049450_T001	gene:Zm00001d049450	0.33	0.66
4	30719962	30720858	+	transcript:Zm00001d049453_T001	gene:Zm00001d049453	0.40	0.5
4	30733992	30736529	+	transcript:Zm00001d049454_T001	gene:Zm00001d049454	0.49	0.66
4	30733992	30736550	+	transcript:Zm00001d049454_T002	gene:Zm00001d049454	0.49	0.66
4	31242387	31245734	-	transcript:Zm00001d049462_T001	gene:Zm00001d049462	0.21	0.5
4	31334396	31335175	+	transcript:Zm00001d049466_T001	gene:Zm00001d049466	0.13	0.5
4	31448746	31454292	+	transcript:Zm00001d049471_T001	gene:Zm00001d049471	0.12	0.37
4	31729260	31732664	+	transcript:Zm00001d049479_T003	gene:Zm00001d049479	0.16	0.66
4	31729390	31732526	+	transcript:Zm00001d049479_T005	gene:Zm00001d049479	0.15	0.4
4	31734826	31741580	-	transcript:Zm00001d049480_T003	gene:Zm00001d049480	0.20	0.72
4	31734826	31741598	-	transcript:Zm00001d049480_T004	gene:Zm00001d049480	0.14	0.72
4	31734826	31741600	-	transcript:Zm00001d049480_T005	gene:Zm00001d049480	0.18	0.75
4	31489369	31491921	+	transcript:Zm00001d049474_T001	gene:Zm00001d049474	0.41	0.5
4	32709924	32711883	+	transcript:Zm00001d049508_T002	gene:Zm00001d049508	0.26	0.66
4	32829300	32833033	+	transcript:Zm00001d049510_T002	gene:Zm00001d049510	0.19	0.5
4	32959983	32962051	-	transcript:Zm00001d049515_T001	gene:Zm00001d049515	0.02	0.66
4	32584947	32587280	+	transcript:Zm00001d049500_T001	gene:Zm00001d049500	0.26	0.6
4	33126942	33135317	-	transcript:Zm00001d049522_T001	gene:Zm00001d049522	0.35	0.75
4	33186410	33189186	+	transcript:Zm00001d049525_T004	gene:Zm00001d049525	0.33	0.66
4	33186412	33188880	+	transcript:Zm00001d049525_T005	gene:Zm00001d049525	0.28	0.75
4	33214703	33218378	-	transcript:Zm00001d049526_T002	gene:Zm00001d049526	0.25	0.4
4	33389041	33391614	+	transcript:Zm00001d049529_T001	gene:Zm00001d049529	0.35	0.33
4	34341750	34344205	+	transcript:Zm00001d049547_T001	gene:Zm00001d049547	0.20	0.66
4	34363798	34370418	+	transcript:Zm00001d049548_T002	gene:Zm00001d049548	0.36	0.62
4	34363798	34372117	+	transcript:Zm00001d049548_T004	gene:Zm00001d049548	0.20	0.6
4	34363798	34372117	+	transcript:Zm00001d049548_T003	gene:Zm00001d049548	0.22	0.5
4	34381361	34384073	-	transcript:Zm00001d049552_T001	gene:Zm00001d049552	0.37	0.66
4	34381429	34384048	-	transcript:Zm00001d049552_T002	gene:Zm00001d049552	0.38	0.66
4	34381442	34384226	-	transcript:Zm00001d049552_T007	gene:Zm00001d049552	0.34	0.66
4	35245932	35247239	+	transcript:Zm00001d049559_T001	gene:Zm00001d049559	0.24	0.4
4	34938832	34945313	-	transcript:Zm00001d049556_T002	gene:Zm00001d049556	0.28	0.66
4	35894867	35900292	-	transcript:Zm00001d049577_T001	gene:Zm00001d049577	0.28	0.66
4	35943977	35947765	+	transcript:Zm00001d049579_T005	gene:Zm00001d049579	0.21	0.71
4	36134527	36140205	-	transcript:Zm00001d049583_T003	gene:Zm00001d049583	0.30	0.71
4	36841647	36845012	-	transcript:Zm00001d049599_T001	gene:Zm00001d049599	0.49	0.6
4	36851020	36853391	+	transcript:Zm00001d049600_T001	gene:Zm00001d049600	0.40	0.37
4	37573643	37577236	-	transcript:Zm00001d049610_T002	gene:Zm00001d049610	0.33	0.66
4	37273054	37276474	-	transcript:Zm00001d049607_T001	gene:Zm00001d049607	0.01	0.5
4	37186200	37193144	+	transcript:Zm00001d049605_T024	gene:Zm00001d049605	0.14	0.71
4	37186224	37193143	+	transcript:Zm00001d049605_T031	gene:Zm00001d049605	0.22	0.57
4	37189572	37193409	+	transcript:Zm00001d049605_T042	gene:Zm00001d049605	0.31	0.66
4	37920688	37922696	+	transcript:Zm00001d049622_T001	gene:Zm00001d049622	0.19	0.6
4	37967767	37970066	+	transcript:Zm00001d049623_T002	gene:Zm00001d049623	0.33	0.75
4	37784246	37786160	+	transcript:Zm00001d049619_T001	gene:Zm00001d049619	0.27	0.66
4	37784246	37786178	+	transcript:Zm00001d049619_T002	gene:Zm00001d049619	0.32	0.5
4	38205274	38206578	+	transcript:Zm00001d049635_T001	gene:Zm00001d049635	0.27	0.33
4	38706344	38709739	+	transcript:Zm00001d049649_T001	gene:Zm00001d049649	0.22	0.5
4	38706364	38709594	+	transcript:Zm00001d049649_T002	gene:Zm00001d049649	0.32	0.5
4	38706366	38708297	+	transcript:Zm00001d049649_T003	gene:Zm00001d049649	0.29	0.5
4	38706366	38708298	+	transcript:Zm00001d049649_T004	gene:Zm00001d049649	0.31	0.33
4	38706367	38709385	+	transcript:Zm00001d049649_T005	gene:Zm00001d049649	0.34	0.5
4	38849981	38851873	-	transcript:Zm00001d049654_T002	gene:Zm00001d049654	0.26	0.33
4	38697693	38701745	-	transcript:Zm00001d049648_T001	gene:Zm00001d049648	0.22	0.66
4	38570347	38573991	+	transcript:Zm00001d049642_T003	gene:Zm00001d049642	0.09	0.66
4	38570347	38574013	+	transcript:Zm00001d049642_T004	gene:Zm00001d049642	0.09	0.33
4	38599389	38600985	-	transcript:Zm00001d049645_T001	gene:Zm00001d049645	0.31	0.33
4	39121323	39122830	-	transcript:Zm00001d049664_T001	gene:Zm00001d049664	0.20	0.5
4	39422305	39424601	+	transcript:Zm00001d049668_T001	gene:Zm00001d049668	0.21	0.6
4	39547103	39548469	-	transcript:Zm00001d049671_T001	gene:Zm00001d049671	0.32	0.5
4	39831949	39836944	-	transcript:Zm00001d049679_T001	gene:Zm00001d049679	0.22	0.5
4	39985574	39987096	-	transcript:Zm00001d049684_T001	gene:Zm00001d049684	0.33	0.66
4	40041861	40043916	-	transcript:Zm00001d049686_T001	gene:Zm00001d049686	0.24	0.5
4	40460274	40464430	+	transcript:Zm00001d049691_T002	gene:Zm00001d049691	0.03	0.75
4	40462586	40463478	-	transcript:Zm00001d049692_T002	gene:Zm00001d049692	0.37	0.66
