#chr	start	end	strand	transcript	gene	AED	QI2
7	4777083	4778887	+	transcript:Zm00001d018772_T001	gene:Zm00001d018772	0.11	0.5
7	5194780	5201465	+	transcript:Zm00001d018786_T001	gene:Zm00001d018786	0.34	0.75
7	5194781	5201465	+	transcript:Zm00001d018786_T003	gene:Zm00001d018786	0.32	0.66
7	5194876	5201465	+	transcript:Zm00001d018786_T004	gene:Zm00001d018786	0.30	0.75
7	5353809	5354773	-	transcript:Zm00001d018794_T001	gene:Zm00001d018794	0.41	0.5
7	5353809	5359209	-	transcript:Zm00001d018794_T003	gene:Zm00001d018794	0.31	0.66
7	5099424	5105567	-	transcript:Zm00001d018784_T001	gene:Zm00001d018784	0.17	0.5
7	5099424	5105567	-	transcript:Zm00001d018784_T002	gene:Zm00001d018784	0.17	0.5
7	5842587	5845546	+	transcript:Zm00001d018810_T002	gene:Zm00001d018810	0.23	0.75
7	6250690	6252131	+	transcript:Zm00001d018818_T001	gene:Zm00001d018818	0.16	0.75
7	6432129	6438573	-	transcript:Zm00001d018821_T001	gene:Zm00001d018821	0.41	0.75
7	6686761	6700152	+	transcript:Zm00001d018829_T001	gene:Zm00001d018829	0.26	0.71
7	6731455	6733751	+	transcript:Zm00001d018830_T001	gene:Zm00001d018830	0.33	0.5
7	6794598	6805903	+	transcript:Zm00001d018831_T008	gene:Zm00001d018831	0.38	0.33
7	6794598	6805903	+	transcript:Zm00001d018831_T007	gene:Zm00001d018831	0.39	0.5
7	6794598	6805903	+	transcript:Zm00001d018831_T009	gene:Zm00001d018831	0.40	0.33
7	6794598	6806370	+	transcript:Zm00001d018831_T010	gene:Zm00001d018831	0.33	0.66
7	6794598	6806370	+	transcript:Zm00001d018831_T011	gene:Zm00001d018831	0.34	0.66
7	6794598	6806370	+	transcript:Zm00001d018831_T012	gene:Zm00001d018831	0.33	0.5
7	7459409	7471090	-	transcript:Zm00001d018856_T001	gene:Zm00001d018856	0.50	0.33
7	5392478	5399252	-	transcript:Zm00001d018798_T001	gene:Zm00001d018798	0.17	0.6
7	7849925	7861720	-	transcript:Zm00001d018869_T001	gene:Zm00001d018869	0.25	0.53
7	8344609	8353437	-	transcript:Zm00001d018884_T002	gene:Zm00001d018884	0.43	0.66
7	8344609	8353437	-	transcript:Zm00001d018884_T001	gene:Zm00001d018884	0.43	0.4
7	8344651	8353176	-	transcript:Zm00001d018884_T007	gene:Zm00001d018884	0.19	0.66
7	8344681	8351574	-	transcript:Zm00001d018884_T013	gene:Zm00001d018884	0.27	0.5
7	8344684	8353176	-	transcript:Zm00001d018884_T015	gene:Zm00001d018884	0.19	0.66
7	8352330	8353281	-	transcript:Zm00001d018884_T024	gene:Zm00001d018884	0.46	0.5
7	8354666	8360114	-	transcript:Zm00001d018887_T003	gene:Zm00001d018887	0.23	0.66
7	8362395	8364782	-	transcript:Zm00001d018888_T001	gene:Zm00001d018888	0.21	0.6
7	8471827	8478338	+	transcript:Zm00001d018890_T002	gene:Zm00001d018890	0.23	0.66
7	8550675	8553230	+	transcript:Zm00001d018893_T001	gene:Zm00001d018893	0.25	0.66
7	8550675	8553230	+	transcript:Zm00001d018893_T002	gene:Zm00001d018893	0.02	0.5
7	8554885	8562634	+	transcript:Zm00001d018894_T002	gene:Zm00001d018894	0.12	0.66
7	8554894	8560109	+	transcript:Zm00001d018894_T005	gene:Zm00001d018894	0.42	0.75
7	8603180	8607570	-	transcript:Zm00001d018896_T003	gene:Zm00001d018896	0.12	0.75
7	8603180	8607570	-	transcript:Zm00001d018896_T002	gene:Zm00001d018896	0.11	0.75
7	8756087	8758092	+	transcript:Zm00001d018901_T001	gene:Zm00001d018901	0.25	0.33
7	9117216	9121695	+	transcript:Zm00001d018912_T001	gene:Zm00001d018912	0.29	0.42
7	9117260	9121695	+	transcript:Zm00001d018912_T005	gene:Zm00001d018912	0.28	0.33
7	9192674	9193736	+	transcript:Zm00001d018915_T001	gene:Zm00001d018915	0.17	0.33
7	9192674	9193736	+	transcript:Zm00001d018915_T002	gene:Zm00001d018915	0.17	0.33
7	9192677	9193818	+	transcript:Zm00001d018915_T004	gene:Zm00001d018915	0.15	0.5
7	9192695	9193692	+	transcript:Zm00001d018915_T006	gene:Zm00001d018915	0.16	0.33
7	9192695	9193818	+	transcript:Zm00001d018915_T009	gene:Zm00001d018915	0.14	0.33
7	9192713	9193734	+	transcript:Zm00001d018915_T010	gene:Zm00001d018915	0.19	0.33
7	9192713	9193735	+	transcript:Zm00001d018915_T011	gene:Zm00001d018915	0.19	0.33
7	9192713	9193735	+	transcript:Zm00001d018915_T012	gene:Zm00001d018915	0.16	0.33
7	9192804	9193818	+	transcript:Zm00001d018915_T014	gene:Zm00001d018915	0.13	0.5
7	8986036	8987442	-	transcript:Zm00001d018911_T003	gene:Zm00001d018911	0.29	0.5
7	9439993	9441906	+	transcript:Zm00001d018924_T001	gene:Zm00001d018924	0.06	0.5
7	10079269	10083105	+	transcript:Zm00001d018943_T003	gene:Zm00001d018943	0.19	0.33
7	10082067	10083108	+	transcript:Zm00001d018943_T004	gene:Zm00001d018943	0.45	0.5
7	9874485	9879687	+	transcript:Zm00001d018939_T002	gene:Zm00001d018939	0.03	0.66
7	10400303	10405278	+	transcript:Zm00001d018953_T001	gene:Zm00001d018953	0.33	0.5
7	10465892	10468151	-	transcript:Zm00001d018955_T001	gene:Zm00001d018955	0.36	0.5
7	10194258	10196282	-	transcript:Zm00001d018946_T002	gene:Zm00001d018946	0.27	0.5
7	9617295	9622711	+	transcript:Zm00001d018930_T005	gene:Zm00001d018930	0.27	0.66
7	9658900	9661440	-	transcript:Zm00001d018936_T001	gene:Zm00001d018936	0.15	0.33
7	9823783	9828061	-	transcript:Zm00001d018938_T001	gene:Zm00001d018938	0.14	0.75
7	11179371	11183662	-	transcript:Zm00001d018972_T003	gene:Zm00001d018972	0.29	0.5
7	11068640	11072400	-	transcript:Zm00001d018970_T002	gene:Zm00001d018970	0.41	0.57
7	12725077	12728027	-	transcript:Zm00001d019005_T001	gene:Zm00001d019005	0.44	0.37
7	12740141	12741548	+	transcript:Zm00001d019006_T001	gene:Zm00001d019006	0.17	0.66
7	12829357	12832068	-	transcript:Zm00001d019012_T001	gene:Zm00001d019012	0.12	0.5
7	13225864	13228929	+	transcript:Zm00001d019027_T001	gene:Zm00001d019027	0.12	0.75
7	13225864	13228929	+	transcript:Zm00001d019027_T005	gene:Zm00001d019027	0.13	0.75
7	13225864	13228929	+	transcript:Zm00001d019027_T004	gene:Zm00001d019027	0.22	0.4
7	13225864	13228929	+	transcript:Zm00001d019027_T006	gene:Zm00001d019027	0.27	0.66
7	13540226	13541566	+	transcript:Zm00001d019030_T001	gene:Zm00001d019030	0.13	0.5
7	13549508	13558046	+	transcript:Zm00001d019031_T004	gene:Zm00001d019031	0.21	0.66
7	13552185	13558046	+	transcript:Zm00001d019031_T005	gene:Zm00001d019031	0.30	0.71
7	13729726	13737571	+	transcript:Zm00001d019036_T004	gene:Zm00001d019036	0.35	0.37
7	13732405	13737502	+	transcript:Zm00001d019036_T006	gene:Zm00001d019036	0.06	0.5
7	13732405	13737507	+	transcript:Zm00001d019036_T007	gene:Zm00001d019036	0.05	0.75
7	13732412	13737524	+	transcript:Zm00001d019036_T010	gene:Zm00001d019036	0.06	0.66
7	13732414	13737526	+	transcript:Zm00001d019036_T013	gene:Zm00001d019036	0.06	0.57
7	13732443	13737549	+	transcript:Zm00001d019036_T014	gene:Zm00001d019036	0.07	0.66
7	13732451	13737552	+	transcript:Zm00001d019036_T016	gene:Zm00001d019036	0.04	0.75
7	13732451	13737553	+	transcript:Zm00001d019036_T017	gene:Zm00001d019036	0.06	0.5
7	13732453	13737509	+	transcript:Zm00001d019036_T023	gene:Zm00001d019036	0.07	0.71
7	13732453	13737553	+	transcript:Zm00001d019036_T025	gene:Zm00001d019036	0.08	0.5
7	13732453	13737554	+	transcript:Zm00001d019036_T026	gene:Zm00001d019036	0.05	0.6
7	13732509	13737552	+	transcript:Zm00001d019036_T030	gene:Zm00001d019036	0.07	0.6
7	13732517	13737523	+	transcript:Zm00001d019036_T031	gene:Zm00001d019036	0.05	0.75
7	13732544	13737396	+	transcript:Zm00001d019036_T035	gene:Zm00001d019036	0.07	0.66
7	13732544	13737553	+	transcript:Zm00001d019036_T036	gene:Zm00001d019036	0.06	0.6
7	13732710	13737501	+	transcript:Zm00001d019036_T039	gene:Zm00001d019036	0.08	0.6
7	13732925	13737518	+	transcript:Zm00001d019036_T050	gene:Zm00001d019036	0.10	0.75
7	13732925	13737524	+	transcript:Zm00001d019036_T054	gene:Zm00001d019036	0.09	0.66
7	13732925	13737524	+	transcript:Zm00001d019036_T053	gene:Zm00001d019036	0.09	0.66
7	13732925	13737548	+	transcript:Zm00001d019036_T055	gene:Zm00001d019036	0.10	0.66
7	13732930	13737507	+	transcript:Zm00001d019036_T057	gene:Zm00001d019036	0.24	0.66
7	13732932	13737520	+	transcript:Zm00001d019036_T061	gene:Zm00001d019036	0.15	0.66
7	13732933	13737548	+	transcript:Zm00001d019036_T065	gene:Zm00001d019036	0.09	0.66
7	11420492	11425524	+	transcript:Zm00001d018975_T001	gene:Zm00001d018975	0.33	0.5
7	11454599	11463747	-	transcript:Zm00001d018976_T018	gene:Zm00001d018976	0.35	0.6
7	11454697	11455707	-	transcript:Zm00001d018976_T073	gene:Zm00001d018976	0.46	0.75
7	11464926	11479139	+	transcript:Zm00001d018977_T010	gene:Zm00001d018977	0.35	0.71
7	11478030	11479041	+	transcript:Zm00001d018977_T092	gene:Zm00001d018977	0.46	0.75
7	11577847	11579652	-	transcript:Zm00001d018979_T002	gene:Zm00001d018979	0.26	0.66
7	11577916	11579652	-	transcript:Zm00001d018979_T003	gene:Zm00001d018979	0.29	0.66
7	11645236	11652937	+	transcript:Zm00001d018980_T001	gene:Zm00001d018980	0.11	0.62
7	13819726	13820698	-	transcript:Zm00001d019037_T001	gene:Zm00001d019037	0.37	0.5
7	13942239	13944137	+	transcript:Zm00001d019042_T001	gene:Zm00001d019042	0.40	0.5
7	15123655	15124456	+	transcript:Zm00001d019069_T001	gene:Zm00001d019069	0.30	0.5
7	15193381	15194932	+	transcript:Zm00001d019071_T001	gene:Zm00001d019071	0.20	0.75
7	15214300	15215800	+	transcript:Zm00001d019072_T001	gene:Zm00001d019072	0.33	0.66
7	15476569	15479780	+	transcript:Zm00001d019076_T001	gene:Zm00001d019076	0.29	0.33
7	15484509	15485434	+	transcript:Zm00001d019077_T001	gene:Zm00001d019077	0.38	0.5
7	15286631	15291839	-	transcript:Zm00001d019073_T001	gene:Zm00001d019073	0.20	0.66
7	15693408	15695363	+	transcript:Zm00001d019084_T001	gene:Zm00001d019084	0.32	0.66
7	15693420	15695432	+	transcript:Zm00001d019084_T002	gene:Zm00001d019084	0.32	0.5
7	15758772	15765323	-	transcript:Zm00001d019086_T001	gene:Zm00001d019086	0.04	0.5
7	15763307	15765323	-	transcript:Zm00001d019086_T006	gene:Zm00001d019086	0.39	0.33
7	15810545	15815477	+	transcript:Zm00001d019087_T016	gene:Zm00001d019087	0.35	0.6
7	14732512	14743570	-	transcript:Zm00001d019061_T001	gene:Zm00001d019061	0.33	0.75
7	14916156	14921980	+	transcript:Zm00001d019063_T001	gene:Zm00001d019063	0.50	0.33
7	14951783	14955710	+	transcript:Zm00001d019064_T001	gene:Zm00001d019064	0.05	0.44
7	16749445	16754350	-	transcript:Zm00001d019102_T001	gene:Zm00001d019102	0.24	0.75
7	17484335	17487242	+	transcript:Zm00001d019114_T005	gene:Zm00001d019114	0.11	0.71
7	17576828	17582088	-	transcript:Zm00001d019115_T001	gene:Zm00001d019115	0.42	0.71
7	18102825	18113402	+	transcript:Zm00001d019124_T003	gene:Zm00001d019124	0.28	0.72
7	18218524	18219549	+	transcript:Zm00001d019126_T001	gene:Zm00001d019126	0.05	0.5
7	18220673	18227594	+	transcript:Zm00001d019127_T003	gene:Zm00001d019127	0.37	0.62
7	18220673	18227594	+	transcript:Zm00001d019127_T001	gene:Zm00001d019127	0.36	0.62
7	18220673	18227594	+	transcript:Zm00001d019127_T004	gene:Zm00001d019127	0.37	0.42
7	18220673	18227594	+	transcript:Zm00001d019127_T002	gene:Zm00001d019127	0.37	0.42
7	18791780	18799946	-	transcript:Zm00001d019139_T007	gene:Zm00001d019139	0.13	0.69
7	18792044	18800012	-	transcript:Zm00001d019139_T011	gene:Zm00001d019139	0.16	0.75
7	17216564	17235225	+	transcript:Zm00001d019108_T039	gene:Zm00001d019108	0.38	0.71
7	17240759	17242302	+	transcript:Zm00001d019110_T001	gene:Zm00001d019110	0.12	0.33
7	17240759	17242303	+	transcript:Zm00001d019110_T002	gene:Zm00001d019110	0.20	0.5
7	17240774	17242115	+	transcript:Zm00001d019110_T003	gene:Zm00001d019110	0.21	0.33
7	17261050	17265063	+	transcript:Zm00001d019111_T002	gene:Zm00001d019111	0.33	0.5
7	17261050	17265063	+	transcript:Zm00001d019111_T001	gene:Zm00001d019111	0.35	0.33
7	19084936	19089403	+	transcript:Zm00001d019144_T001	gene:Zm00001d019144	0.34	0.57
7	19609892	19610678	-	transcript:Zm00001d019161_T001	gene:Zm00001d019161	0.43	0.66
7	19967615	19972464	+	transcript:Zm00001d019166_T002	gene:Zm00001d019166	0.32	0.75
7	20097180	20104098	+	transcript:Zm00001d019169_T009	gene:Zm00001d019169	0.43	0.71
7	20424263	20425680	-	transcript:Zm00001d019174_T001	gene:Zm00001d019174	0.25	0.33
7	20498938	20509260	-	transcript:Zm00001d019180_T001	gene:Zm00001d019180	0.40	0.66
7	20580765	20585127	-	transcript:Zm00001d019182_T003	gene:Zm00001d019182	0.32	0.71
7	20844302	20845898	-	transcript:Zm00001d019187_T001	gene:Zm00001d019187	0.04	0.75
7	20844305	20845825	-	transcript:Zm00001d019187_T002	gene:Zm00001d019187	0.10	0.75
7	20847737	20848569	-	transcript:Zm00001d019188_T001	gene:Zm00001d019188	0.04	0.66
7	21091625	21098852	+	transcript:Zm00001d019194_T010	gene:Zm00001d019194	0.03	0.5
7	21091625	21098870	+	transcript:Zm00001d019194_T011	gene:Zm00001d019194	0.40	0.6
7	22120424	22126437	+	transcript:Zm00001d019215_T002	gene:Zm00001d019215	0.35	0.71
7	22369543	22371794	-	transcript:Zm00001d019220_T001	gene:Zm00001d019220	0.20	0.66
7	22695931	22699133	+	transcript:Zm00001d019226_T009	gene:Zm00001d019226	0.08	0.6
7	22695931	22699133	+	transcript:Zm00001d019226_T011	gene:Zm00001d019226	0.12	0.66
7	22695950	22699133	+	transcript:Zm00001d019226_T013	gene:Zm00001d019226	0.08	0.6
7	22696800	22699133	+	transcript:Zm00001d019226_T016	gene:Zm00001d019226	0.19	0.75
7	23399357	23404906	+	transcript:Zm00001d019237_T001	gene:Zm00001d019237	0.41	0.33
7	23764838	23769107	+	transcript:Zm00001d019247_T001	gene:Zm00001d019247	0.12	0.75
7	23766031	23769163	+	transcript:Zm00001d019247_T003	gene:Zm00001d019247	0.36	0.33
7	23766031	23769190	+	transcript:Zm00001d019247_T004	gene:Zm00001d019247	0.31	0.5
7	23916897	23921174	+	transcript:Zm00001d019249_T001	gene:Zm00001d019249	0.22	0.75
7	23916897	23921175	+	transcript:Zm00001d019249_T002	gene:Zm00001d019249	0.22	0.75
7	24903537	24906957	-	transcript:Zm00001d019267_T002	gene:Zm00001d019267	0.25	0.4
7	25026288	25030928	+	transcript:Zm00001d019268_T005	gene:Zm00001d019268	0.39	0.66
7	24059715	24064294	+	transcript:Zm00001d019252_T001	gene:Zm00001d019252	0.40	0.75
7	24061153	24073858	+	transcript:Zm00001d019252_T004	gene:Zm00001d019252	0.21	0.6
7	24061153	24073915	+	transcript:Zm00001d019252_T006	gene:Zm00001d019252	0.23	0.71
7	24061153	24073915	+	transcript:Zm00001d019252_T005	gene:Zm00001d019252	0.23	0.5
7	24061153	24073928	+	transcript:Zm00001d019252_T008	gene:Zm00001d019252	0.23	0.5
7	24061886	24073903	+	transcript:Zm00001d019252_T021	gene:Zm00001d019252	0.23	0.5
7	24061886	24073903	+	transcript:Zm00001d019252_T020	gene:Zm00001d019252	0.22	0.66
7	24096842	24099034	+	transcript:Zm00001d019253_T007	gene:Zm00001d019253	0.19	0.5
7	24096898	24099034	+	transcript:Zm00001d019253_T009	gene:Zm00001d019253	0.29	0.33
7	25223922	25226906	-	transcript:Zm00001d019276_T003	gene:Zm00001d019276	0.32	0.75
7	25458090	25459433	+	transcript:Zm00001d019280_T003	gene:Zm00001d019280	0.35	0.5
7	25972890	25974168	-	transcript:Zm00001d019293_T005	gene:Zm00001d019293	0.17	0.66
7	26217428	26219842	+	transcript:Zm00001d019294_T001	gene:Zm00001d019294	0.04	0.75
7	27241848	27243353	-	transcript:Zm00001d019312_T001	gene:Zm00001d019312	0.11	0.5
7	27241852	27243532	-	transcript:Zm00001d019312_T002	gene:Zm00001d019312	0.10	0.66
7	27242000	27243351	-	transcript:Zm00001d019312_T003	gene:Zm00001d019312	0.15	0.66
7	26980027	26980698	+	transcript:Zm00001d019310_T001	gene:Zm00001d019310	0.18	0.5
7	26989266	26993625	+	transcript:Zm00001d019311_T003	gene:Zm00001d019311	0.12	0.75
7	27701013	27703884	+	transcript:Zm00001d019319_T001	gene:Zm00001d019319	0.32	0.33
7	27940587	27942841	-	transcript:Zm00001d019326_T001	gene:Zm00001d019326	0.28	0.71
7	28400881	28407608	-	transcript:Zm00001d019335_T004	gene:Zm00001d019335	0.30	0.71
7	27315690	27322516	-	transcript:Zm00001d019314_T006	gene:Zm00001d019314	0.30	0.5
7	28579310	28582604	-	transcript:Zm00001d019339_T002	gene:Zm00001d019339	0.33	0.66
7	28496598	28501233	+	transcript:Zm00001d019337_T002	gene:Zm00001d019337	0.24	0.66
7	28860759	28862951	+	transcript:Zm00001d019344_T001	gene:Zm00001d019344	0.34	0.5
7	28910718	28914064	-	transcript:Zm00001d019346_T001	gene:Zm00001d019346	0.40	0.5
7	29409454	29423440	+	transcript:Zm00001d019354_T003	gene:Zm00001d019354	0.13	0.5
7	29123628	29128374	+	transcript:Zm00001d019348_T002	gene:Zm00001d019348	0.28	0.75
7	29123628	29128374	+	transcript:Zm00001d019348_T003	gene:Zm00001d019348	0.29	0.75
7	29150147	29158690	-	transcript:Zm00001d019349_T001	gene:Zm00001d019349	0.25	0.71
7	29357256	29361658	-	transcript:Zm00001d019350_T001	gene:Zm00001d019350	0.38	0.5
7	29362537	29364098	+	transcript:Zm00001d019351_T001	gene:Zm00001d019351	0.27	0.5
7	30361551	30366221	+	transcript:Zm00001d019370_T004	gene:Zm00001d019370	0.16	0.5
7	30966949	30975592	+	transcript:Zm00001d019382_T001	gene:Zm00001d019382	0.27	0.37
7	31255506	31257692	+	transcript:Zm00001d019385_T001	gene:Zm00001d019385	0.20	0.4
7	30718293	30723992	-	transcript:Zm00001d019375_T002	gene:Zm00001d019375	0.33	0.7
7	30718293	30723992	-	transcript:Zm00001d019375_T001	gene:Zm00001d019375	0.33	0.7
7	30724557	30740746	+	transcript:Zm00001d019376_T001	gene:Zm00001d019376	0.31	0.66
7	30861876	30864350	+	transcript:Zm00001d019380_T001	gene:Zm00001d019380	0.17	0.6
7	32377242	32378477	+	transcript:Zm00001d019403_T001	gene:Zm00001d019403	0.20	0.5
7	31777356	31778098	+	transcript:Zm00001d019396_T001	gene:Zm00001d019396	0.41	0.33
7	32974591	32978758	+	transcript:Zm00001d019421_T001	gene:Zm00001d019421	0.23	0.5
7	33080186	33084808	-	transcript:Zm00001d019424_T001	gene:Zm00001d019424	0.44	0.57
7	33080186	33084808	-	transcript:Zm00001d019424_T003	gene:Zm00001d019424	0.44	0.5
7	33081371	33084808	-	transcript:Zm00001d019424_T004	gene:Zm00001d019424	0.47	0.5
7	33083095	33084808	-	transcript:Zm00001d019424_T005	gene:Zm00001d019424	0.49	0.6
7	34006263	34007227	+	transcript:Zm00001d019442_T001	gene:Zm00001d019442	0.30	0.5
7	34526970	34533661	+	transcript:Zm00001d019456_T001	gene:Zm00001d019456	0.46	0.5
7	34337921	34344488	+	transcript:Zm00001d019449_T002	gene:Zm00001d019449	0.40	0.7
7	34347110	34350538	-	transcript:Zm00001d019450_T001	gene:Zm00001d019450	0.13	0.6
7	34375499	34379478	-	transcript:Zm00001d019451_T003	gene:Zm00001d019451	0.21	0.6
7	36641846	36645851	+	transcript:Zm00001d019486_T001	gene:Zm00001d019486	0.38	0.33
7	36796899	36805936	+	transcript:Zm00001d019490_T001	gene:Zm00001d019490	0.16	0.5
7	37951705	37952744	-	transcript:Zm00001d019502_T002	gene:Zm00001d019502	0.29	0.5
7	38543277	38544660	+	transcript:Zm00001d019511_T001	gene:Zm00001d019511	0.21	0.66
7	39731041	39735193	-	transcript:Zm00001d019522_T002	gene:Zm00001d019522	0.06	0.5
7	39145435	39157738	-	transcript:Zm00001d019515_T006	gene:Zm00001d019515	0.45	0.55
7	39145435	39159061	-	transcript:Zm00001d019515_T007	gene:Zm00001d019515	0.44	0.6
7	39145435	39159140	-	transcript:Zm00001d019515_T008	gene:Zm00001d019515	0.43	0.6
7	39145435	39159172	-	transcript:Zm00001d019515_T009	gene:Zm00001d019515	0.44	0.6
7	41594773	41601596	-	transcript:Zm00001d019542_T002	gene:Zm00001d019542	0.23	0.75
7	41793814	41795596	+	transcript:Zm00001d019546_T001	gene:Zm00001d019546	0.24	0.66
7	41793814	41795596	+	transcript:Zm00001d019546_T002	gene:Zm00001d019546	0.23	0.66
7	41818724	41821555	+	transcript:Zm00001d019548_T001	gene:Zm00001d019548	0.42	0.62
7	41861817	41864226	-	transcript:Zm00001d019549_T001	gene:Zm00001d019549	0.30	0.5
7	42065295	42067291	-	transcript:Zm00001d019553_T001	gene:Zm00001d019553	0.43	0.5
7	42144201	42146030	+	transcript:Zm00001d019555_T001	gene:Zm00001d019555	0.12	0.66
7	42951696	42954856	-	transcript:Zm00001d019563_T002	gene:Zm00001d019563	0.30	0.33
7	42951722	42954856	-	transcript:Zm00001d019563_T003	gene:Zm00001d019563	0.37	0.5
7	42951723	42954856	-	transcript:Zm00001d019563_T004	gene:Zm00001d019563	0.31	0.5
7	42951727	42954856	-	transcript:Zm00001d019563_T005	gene:Zm00001d019563	0.33	0.5
7	42951729	42954854	-	transcript:Zm00001d019563_T007	gene:Zm00001d019563	0.38	0.33
7	42951731	42954856	-	transcript:Zm00001d019563_T009	gene:Zm00001d019563	0.27	0.5
7	42951776	42954858	-	transcript:Zm00001d019563_T012	gene:Zm00001d019563	0.35	0.33
7	42951793	42954856	-	transcript:Zm00001d019563_T013	gene:Zm00001d019563	0.28	0.5
7	42951813	42954856	-	transcript:Zm00001d019563_T014	gene:Zm00001d019563	0.29	0.5
7	42951819	42954856	-	transcript:Zm00001d019563_T015	gene:Zm00001d019563	0.31	0.5
7	42951830	42954855	-	transcript:Zm00001d019563_T017	gene:Zm00001d019563	0.35	0.5
7	42951830	42954856	-	transcript:Zm00001d019563_T018	gene:Zm00001d019563	0.32	0.5
7	43000808	43001430	-	transcript:Zm00001d019564_T001	gene:Zm00001d019564	0.33	0.5
7	43071905	43073365	-	transcript:Zm00001d019565_T002	gene:Zm00001d019565	0.27	0.5
7	43071907	43073370	-	transcript:Zm00001d019565_T003	gene:Zm00001d019565	0.28	0.5
