#chr	start	end	strand	transcript	gene	AED	QI2
1	2523619	2529611	+	transcript:Zm00001d027307_T003	gene:Zm00001d027307	0.12	0.66
1	2523619	2529616	+	transcript:Zm00001d027307_T014	gene:Zm00001d027307	0.11	0.75
1	2523619	2529807	+	transcript:Zm00001d027307_T033	gene:Zm00001d027307	0.13	0.75
1	2523746	2529616	+	transcript:Zm00001d027307_T047	gene:Zm00001d027307	0.14	0.75
1	2525333	2531082	+	transcript:Zm00001d027307_T072	gene:Zm00001d027307	0.11	0.75
1	2650836	2653089	-	transcript:Zm00001d027310_T001	gene:Zm00001d027310	0.00	0.66
1	2774097	2779979	+	transcript:Zm00001d027312_T005	gene:Zm00001d027312	0.29	0.75
1	2812496	2813750	-	transcript:Zm00001d027315_T002	gene:Zm00001d027315	0.11	0.66
1	2869707	2878262	+	transcript:Zm00001d027319_T002	gene:Zm00001d027319	0.19	0.57
1	2869707	2878262	+	transcript:Zm00001d027319_T003	gene:Zm00001d027319	0.16	0.62
1	2878535	2889452	-	transcript:Zm00001d027320_T002	gene:Zm00001d027320	0.21	0.68
1	2889196	2892612	+	transcript:Zm00001d027321_T008	gene:Zm00001d027321	0.31	0.5
1	2974258	2976935	+	transcript:Zm00001d027325_T002	gene:Zm00001d027325	0.10	0.66
1	3031993	3036912	+	transcript:Zm00001d027329_T002	gene:Zm00001d027329	0.17	0.71
1	3034490	3036868	+	transcript:Zm00001d027329_T011	gene:Zm00001d027329	0.29	0.33
1	3129735	3135726	+	transcript:Zm00001d027334_T023	gene:Zm00001d027334	0.30	0.33
1	3172342	3175516	-	transcript:Zm00001d027335_T002	gene:Zm00001d027335	0.07	0.5
1	3232396	3233834	-	transcript:Zm00001d027339_T001	gene:Zm00001d027339	0.25	0.75
1	3371359	3374472	+	transcript:Zm00001d027344_T003	gene:Zm00001d027344	0.27	0.75
1	3371378	3374472	+	transcript:Zm00001d027344_T004	gene:Zm00001d027344	0.27	0.75
1	3573556	3575201	+	transcript:Zm00001d027355_T002	gene:Zm00001d027355	0.29	0.5
1	3963690	3964864	+	transcript:Zm00001d027373_T006	gene:Zm00001d027373	0.28	0.75
1	3966724	3968357	-	transcript:Zm00001d027374_T002	gene:Zm00001d027374	0.34	0.66
1	3974143	3982010	-	transcript:Zm00001d027376_T010	gene:Zm00001d027376	0.43	0.5
1	3974143	3987696	-	transcript:Zm00001d027376_T008	gene:Zm00001d027376	0.20	0.71
1	3974143	3987696	-	transcript:Zm00001d027376_T009	gene:Zm00001d027376	0.20	0.64
1	3974143	3987696	-	transcript:Zm00001d027376_T011	gene:Zm00001d027376	0.19	0.69
1	3974254	3987696	-	transcript:Zm00001d027376_T007	gene:Zm00001d027376	0.25	0.61
1	3985726	3987731	-	transcript:Zm00001d027379_T001	gene:Zm00001d027379	0.40	0.75
1	3988430	3996967	-	transcript:Zm00001d027380_T001	gene:Zm00001d027380	0.33	0.37
1	3988437	3993738	-	transcript:Zm00001d027380_T002	gene:Zm00001d027380	0.41	0.6
1	3988442	3993624	-	transcript:Zm00001d027380_T003	gene:Zm00001d027380	0.41	0.33
1	4110021	4114671	+	transcript:Zm00001d027383_T003	gene:Zm00001d027383	0.31	0.72
1	4110233	4114671	+	transcript:Zm00001d027383_T008	gene:Zm00001d027383	0.32	0.7
1	4118697	4120725	-	transcript:Zm00001d027385_T001	gene:Zm00001d027385	0.01	0.66
1	4118762	4120755	-	transcript:Zm00001d027385_T003	gene:Zm00001d027385	0.05	0.66
1	4118771	4120049	-	transcript:Zm00001d027385_T004	gene:Zm00001d027385	0.19	0.5
1	4122057	4126391	-	transcript:Zm00001d027386_T003	gene:Zm00001d027386	0.25	0.7
1	4143058	4147651	+	transcript:Zm00001d027388_T001	gene:Zm00001d027388	0.29	0.5
1	4341041	4351530	+	transcript:Zm00001d027395_T001	gene:Zm00001d027395	0.29	0.69
1	4402667	4404330	+	transcript:Zm00001d027399_T003	gene:Zm00001d027399	0.42	0.5
1	4418459	4425282	-	transcript:Zm00001d027401_T002	gene:Zm00001d027401	0.27	0.72
1	4418459	4425283	-	transcript:Zm00001d027401_T003	gene:Zm00001d027401	0.35	0.7
1	4600214	4601914	-	transcript:Zm00001d027407_T002	gene:Zm00001d027407	0.12	0.6
1	4600214	4601914	-	transcript:Zm00001d027407_T001	gene:Zm00001d027407	0.09	0.71
1	4600214	4601914	-	transcript:Zm00001d027407_T003	gene:Zm00001d027407	0.04	0.66
1	4832874	4838381	+	transcript:Zm00001d027415_T002	gene:Zm00001d027415	0.25	0.66
1	4909652	4914635	-	transcript:Zm00001d027423_T001	gene:Zm00001d027423	0.37	0.5
1	5106818	5108654	+	transcript:Zm00001d027429_T001	gene:Zm00001d027429	0.12	0.33
1	5123617	5127747	+	transcript:Zm00001d027431_T003	gene:Zm00001d027431	0.22	0.71
1	5203115	5208577	+	transcript:Zm00001d027435_T002	gene:Zm00001d027435	0.06	0.6
1	5469651	5477988	+	transcript:Zm00001d027444_T003	gene:Zm00001d027444	0.27	0.72
1	5481138	5487524	+	transcript:Zm00001d027445_T001	gene:Zm00001d027445	0.44	0.75
1	5496540	5500161	-	transcript:Zm00001d027447_T001	gene:Zm00001d027447	0.37	0.5
1	5496540	5500636	-	transcript:Zm00001d027447_T003	gene:Zm00001d027447	0.28	0.66
1	5496703	5500578	-	transcript:Zm00001d027447_T006	gene:Zm00001d027447	0.32	0.75
1	5496705	5500617	-	transcript:Zm00001d027447_T007	gene:Zm00001d027447	0.31	0.66
1	5496707	5500597	-	transcript:Zm00001d027447_T008	gene:Zm00001d027447	0.40	0.5
1	5496710	5500597	-	transcript:Zm00001d027447_T010	gene:Zm00001d027447	0.45	0.5
1	5529124	5532047	-	transcript:Zm00001d027450_T006	gene:Zm00001d027450	0.32	0.66
1	5706025	5712786	-	transcript:Zm00001d027459_T001	gene:Zm00001d027459	0.35	0.33
1	5816871	5819671	+	transcript:Zm00001d027461_T001	gene:Zm00001d027461	0.20	0.5
1	5908533	5913510	+	transcript:Zm00001d027467_T001	gene:Zm00001d027467	0.34	0.66
1	5943791	5947337	+	transcript:Zm00001d027468_T002	gene:Zm00001d027468	0.18	0.66
1	6020779	6023318	+	transcript:Zm00001d027469_T002	gene:Zm00001d027469	0.30	0.5
1	6020779	6023318	+	transcript:Zm00001d027469_T001	gene:Zm00001d027469	0.32	0.4
1	6027852	6030965	-	transcript:Zm00001d027470_T001	gene:Zm00001d027470	0.40	0.62
1	6030329	6032845	-	transcript:Zm00001d027470_T003	gene:Zm00001d027470	0.38	0.4
1	6030329	6032982	-	transcript:Zm00001d027470_T004	gene:Zm00001d027470	0.34	0.5
1	6270311	6275109	+	transcript:Zm00001d027480_T001	gene:Zm00001d027480	0.14	0.6
1	6274095	6277349	-	transcript:Zm00001d027481_T001	gene:Zm00001d027481	0.21	0.5
1	6307722	6310327	+	transcript:Zm00001d027485_T002	gene:Zm00001d027485	0.19	0.71
1	6319307	6328745	-	transcript:Zm00001d027487_T022	gene:Zm00001d027487	0.12	0.36
1	6327401	6328745	-	transcript:Zm00001d027487_T031	gene:Zm00001d027487	0.42	0.66
1	6419426	6422501	-	transcript:Zm00001d027489_T001	gene:Zm00001d027489	0.24	0.66
1	6524459	6529577	-	transcript:Zm00001d027492_T002	gene:Zm00001d027492	0.34	0.66
1	6556059	6558427	+	transcript:Zm00001d027495_T001	gene:Zm00001d027495	0.13	0.6
1	6567895	6569220	-	transcript:Zm00001d027497_T001	gene:Zm00001d027497	0.49	0.33
1	6296235	6300940	-	transcript:Zm00001d027484_T001	gene:Zm00001d027484	0.15	0.66
1	6825834	6829116	+	transcript:Zm00001d027502_T001	gene:Zm00001d027502	0.24	0.5
1	7029111	7034038	+	transcript:Zm00001d027506_T004	gene:Zm00001d027506	0.24	0.7
1	7065050	7067837	+	transcript:Zm00001d027508_T003	gene:Zm00001d027508	0.28	0.66
1	7072462	7074432	+	transcript:Zm00001d027509_T002	gene:Zm00001d027509	0.28	0.6
1	7075161	7079887	-	transcript:Zm00001d027510_T001	gene:Zm00001d027510	0.21	0.6
1	7075461	7079203	-	transcript:Zm00001d027510_T002	gene:Zm00001d027510	0.21	0.75
1	7148372	7152568	-	transcript:Zm00001d027512_T002	gene:Zm00001d027512	0.20	0.37
1	7148372	7152568	-	transcript:Zm00001d027512_T001	gene:Zm00001d027512	0.19	0.37
1	7252142	7259024	+	transcript:Zm00001d027515_T007	gene:Zm00001d027515	0.27	0.72
1	7252142	7259024	+	transcript:Zm00001d027515_T006	gene:Zm00001d027515	0.27	0.54
1	7252142	7259024	+	transcript:Zm00001d027515_T008	gene:Zm00001d027515	0.26	0.72
1	7292688	7296937	+	transcript:Zm00001d027516_T002	gene:Zm00001d027516	0.33	0.66
1	7397764	7399582	+	transcript:Zm00001d027523_T007	gene:Zm00001d027523	0.33	0.66
1	7457438	7459422	-	transcript:Zm00001d027527_T003	gene:Zm00001d027527	0.21	0.66
1	7177670	7183179	-	transcript:Zm00001d027514_T001	gene:Zm00001d027514	0.12	0.66
1	7559470	7563973	+	transcript:Zm00001d027532_T004	gene:Zm00001d027532	0.43	0.72
1	7564459	7567651	+	transcript:Zm00001d027533_T001	gene:Zm00001d027533	0.25	0.66
1	7686285	7689327	-	transcript:Zm00001d027536_T001	gene:Zm00001d027536	0.45	0.5
1	7686600	7689327	-	transcript:Zm00001d027536_T004	gene:Zm00001d027536	0.50	0.66
1	8058918	8065189	-	transcript:Zm00001d027551_T001	gene:Zm00001d027551	0.28	0.6
1	8280558	8285255	+	transcript:Zm00001d027570_T001	gene:Zm00001d027570	0.46	0.75
1	8280678	8285122	+	transcript:Zm00001d027570_T003	gene:Zm00001d027570	0.44	0.4
1	8280697	8284951	+	transcript:Zm00001d027570_T004	gene:Zm00001d027570	0.37	0.75
1	8281058	8284951	+	transcript:Zm00001d027570_T005	gene:Zm00001d027570	0.35	0.75
1	8281066	8285255	+	transcript:Zm00001d027570_T006	gene:Zm00001d027570	0.47	0.5
1	8287148	8291100	-	transcript:Zm00001d027571_T004	gene:Zm00001d027571	0.23	0.75
1	8287418	8291232	-	transcript:Zm00001d027571_T006	gene:Zm00001d027571	0.27	0.66
1	8287432	8290773	-	transcript:Zm00001d027571_T007	gene:Zm00001d027571	0.20	0.75
1	8287432	8291084	-	transcript:Zm00001d027571_T008	gene:Zm00001d027571	0.23	0.75
1	8302395	8308349	+	transcript:Zm00001d027572_T004	gene:Zm00001d027572	0.21	0.75
1	8302688	8308241	+	transcript:Zm00001d027572_T007	gene:Zm00001d027572	0.27	0.75
1	8339277	8357146	-	transcript:Zm00001d027577_T002	gene:Zm00001d027577	0.30	0.33
1	8363014	8365720	+	transcript:Zm00001d027578_T001	gene:Zm00001d027578	0.28	0.57
1	8414357	8416648	-	transcript:Zm00001d027583_T001	gene:Zm00001d027583	0.32	0.5
1	8552388	8557118	+	transcript:Zm00001d027588_T001	gene:Zm00001d027588	0.29	0.5
1	8573973	8577848	-	transcript:Zm00001d027590_T003	gene:Zm00001d027590	0.18	0.75
1	8573975	8577827	-	transcript:Zm00001d027590_T004	gene:Zm00001d027590	0.14	0.6
1	8573975	8577848	-	transcript:Zm00001d027590_T005	gene:Zm00001d027590	0.13	0.75
1	8661846	8665065	+	transcript:Zm00001d027595_T001	gene:Zm00001d027595	0.36	0.5
1	8667067	8671854	-	transcript:Zm00001d027596_T009	gene:Zm00001d027596	0.13	0.5
1	8677635	8679500	-	transcript:Zm00001d027598_T001	gene:Zm00001d027598	0.04	0.66
1	9120362	9122681	+	transcript:Zm00001d027619_T003	gene:Zm00001d027619	0.33	0.5
1	9121166	9122682	+	transcript:Zm00001d027619_T004	gene:Zm00001d027619	0.30	0.5
1	9121337	9122679	+	transcript:Zm00001d027619_T005	gene:Zm00001d027619	0.37	0.5
1	9256393	9258054	-	transcript:Zm00001d027623_T001	gene:Zm00001d027623	0.35	0.5
1	9346098	9353221	-	transcript:Zm00001d027625_T002	gene:Zm00001d027625	0.21	0.45
1	9347073	9353496	-	transcript:Zm00001d027625_T001	gene:Zm00001d027625	0.10	0.55
1	9404918	9408362	-	transcript:Zm00001d027626_T001	gene:Zm00001d027626	0.32	0.66
1	9488593	9492120	+	transcript:Zm00001d027630_T007	gene:Zm00001d027630	0.18	0.66
1	9489053	9492118	+	transcript:Zm00001d027630_T009	gene:Zm00001d027630	0.12	0.75
1	9497951	9498772	-	transcript:Zm00001d027631_T001	gene:Zm00001d027631	0.17	0.5
1	9639455	9644114	-	transcript:Zm00001d027637_T006	gene:Zm00001d027637	0.33	0.75
1	9547625	9612900	+	transcript:Zm00001d027633_T010	gene:Zm00001d027633	0.37	0.67
1	9547625	9612900	+	transcript:Zm00001d027633_T009	gene:Zm00001d027633	0.32	0.71
1	9547625	9612900	+	transcript:Zm00001d027633_T008	gene:Zm00001d027633	0.39	0.69
1	9547625	9612900	+	transcript:Zm00001d027633_T012	gene:Zm00001d027633	0.27	0.72
1	9547625	9612900	+	transcript:Zm00001d027633_T006	gene:Zm00001d027633	0.34	0.74
1	9547625	9612900	+	transcript:Zm00001d027633_T007	gene:Zm00001d027633	0.22	0.74
1	10105590	10109563	+	transcript:Zm00001d027649_T002	gene:Zm00001d027649	0.16	0.55
1	10105590	10109563	+	transcript:Zm00001d027649_T007	gene:Zm00001d027649	0.19	0.6
1	10105590	10109563	+	transcript:Zm00001d027649_T005	gene:Zm00001d027649	0.13	0.75
1	10105590	10109563	+	transcript:Zm00001d027649_T006	gene:Zm00001d027649	0.17	0.69
1	10614693	10618139	-	transcript:Zm00001d027667_T006	gene:Zm00001d027667	0.18	0.66
1	10614731	10618373	-	transcript:Zm00001d027667_T007	gene:Zm00001d027667	0.16	0.66
1	10614738	10618358	-	transcript:Zm00001d027667_T008	gene:Zm00001d027667	0.18	0.75
1	10614738	10618360	-	transcript:Zm00001d027667_T009	gene:Zm00001d027667	0.15	0.75
1	10614739	10618369	-	transcript:Zm00001d027667_T011	gene:Zm00001d027667	0.15	0.75
1	10614739	10618369	-	transcript:Zm00001d027667_T012	gene:Zm00001d027667	0.21	0.66
1	10614752	10622698	-	transcript:Zm00001d027667_T015	gene:Zm00001d027667	0.18	0.66
1	10755754	10757285	-	transcript:Zm00001d027674_T002	gene:Zm00001d027674	0.24	0.5
1	10492323	10572472	+	transcript:Zm00001d027665_T001	gene:Zm00001d027665	0.33	0.68
1	10492323	10572503	+	transcript:Zm00001d027665_T005	gene:Zm00001d027665	0.39	0.52
1	10492323	10572503	+	transcript:Zm00001d027665_T004	gene:Zm00001d027665	0.31	0.5
1	10492383	10572477	+	transcript:Zm00001d027665_T007	gene:Zm00001d027665	0.29	0.68
1	10505333	10572475	+	transcript:Zm00001d027665_T009	gene:Zm00001d027665	0.44	0.66
1	10509523	10572492	+	transcript:Zm00001d027665_T010	gene:Zm00001d027665	0.45	0.69
1	10511255	10572495	+	transcript:Zm00001d027665_T012	gene:Zm00001d027665	0.31	0.72
1	10511255	10572503	+	transcript:Zm00001d027665_T013	gene:Zm00001d027665	0.34	0.52
1	10522302	10572503	+	transcript:Zm00001d027665_T018	gene:Zm00001d027665	0.29	0.6
1	10534615	10572503	+	transcript:Zm00001d027665_T032	gene:Zm00001d027665	0.46	0.56
1	10534615	10572503	+	transcript:Zm00001d027665_T033	gene:Zm00001d027665	0.46	0.53
1	11011199	11015864	-	transcript:Zm00001d027680_T003	gene:Zm00001d027680	0.02	0.75
1	11158115	11165110	-	transcript:Zm00001d027688_T003	gene:Zm00001d027688	0.14	0.75
1	11314620	11318076	+	transcript:Zm00001d027697_T002	gene:Zm00001d027697	0.16	0.66
1	11314620	11318076	+	transcript:Zm00001d027697_T001	gene:Zm00001d027697	0.17	0.66
1	11321124	11322611	+	transcript:Zm00001d027698_T001	gene:Zm00001d027698	0.05	0.75
1	11584065	11589793	+	transcript:Zm00001d027706_T003	gene:Zm00001d027706	0.25	0.72
1	11719840	11725110	-	transcript:Zm00001d027711_T002	gene:Zm00001d027711	0.11	0.66
1	12103775	12105421	+	transcript:Zm00001d027719_T001	gene:Zm00001d027719	0.09	0.75
1	12354773	12359433	-	transcript:Zm00001d027731_T011	gene:Zm00001d027731	0.11	0.75
1	12364471	12371991	-	transcript:Zm00001d027732_T001	gene:Zm00001d027732	0.39	0.62
1	12374908	12378505	+	transcript:Zm00001d027734_T002	gene:Zm00001d027734	0.24	0.75
1	12390828	12392044	+	transcript:Zm00001d027737_T001	gene:Zm00001d027737	0.26	0.6
1	12444329	12446126	+	transcript:Zm00001d027741_T001	gene:Zm00001d027741	0.32	0.5
1	12538586	12543035	-	transcript:Zm00001d027748_T004	gene:Zm00001d027748	0.09	0.75
1	12285452	12287041	+	transcript:Zm00001d027725_T001	gene:Zm00001d027725	0.21	0.66
1	12288610	12296197	+	transcript:Zm00001d027726_T001	gene:Zm00001d027726	0.21	0.71
1	12628889	12640144	-	transcript:Zm00001d027752_T001	gene:Zm00001d027752	0.19	0.71
1	12628889	12640144	-	transcript:Zm00001d027752_T009	gene:Zm00001d027752	0.21	0.68
1	12628889	12640144	-	transcript:Zm00001d027752_T003	gene:Zm00001d027752	0.21	0.68
1	12628889	12640144	-	transcript:Zm00001d027752_T010	gene:Zm00001d027752	0.19	0.73
1	12628889	12640144	-	transcript:Zm00001d027752_T008	gene:Zm00001d027752	0.20	0.73
1	12628889	12640144	-	transcript:Zm00001d027752_T006	gene:Zm00001d027752	0.21	0.66
1	12629230	12638738	-	transcript:Zm00001d027752_T012	gene:Zm00001d027752	0.43	0.64
1	12629271	12639294	-	transcript:Zm00001d027752_T013	gene:Zm00001d027752	0.22	0.72
1	12672174	12674622	+	transcript:Zm00001d027754_T001	gene:Zm00001d027754	0.07	0.75
1	12672174	12674626	+	transcript:Zm00001d027754_T002	gene:Zm00001d027754	0.18	0.6
1	12672174	12674629	+	transcript:Zm00001d027754_T003	gene:Zm00001d027754	0.08	0.33
1	12672176	12673788	+	transcript:Zm00001d027754_T004	gene:Zm00001d027754	0.33	0.6
1	12672176	12674629	+	transcript:Zm00001d027754_T005	gene:Zm00001d027754	0.23	0.5
1	12672176	12674629	+	transcript:Zm00001d027754_T006	gene:Zm00001d027754	0.21	0.62
1	12672176	12674629	+	transcript:Zm00001d027754_T007	gene:Zm00001d027754	0.21	0.5
1	12675844	12681738	+	transcript:Zm00001d027755_T003	gene:Zm00001d027755	0.29	0.66
1	13240016	13243454	+	transcript:Zm00001d027771_T001	gene:Zm00001d027771	0.16	0.66
1	13253409	13258417	+	transcript:Zm00001d027773_T002	gene:Zm00001d027773	0.26	0.75
1	13253409	13258417	+	transcript:Zm00001d027773_T001	gene:Zm00001d027773	0.28	0.33
1	13758931	13762071	+	transcript:Zm00001d027799_T002	gene:Zm00001d027799	0.07	0.75
1	13475153	13483253	+	transcript:Zm00001d027788_T004	gene:Zm00001d027788	0.41	0.63
1	13475153	13483253	+	transcript:Zm00001d027788_T003	gene:Zm00001d027788	0.28	0.54
1	13475153	13483253	+	transcript:Zm00001d027788_T002	gene:Zm00001d027788	0.27	0.6
1	13475160	13483115	+	transcript:Zm00001d027788_T006	gene:Zm00001d027788	0.30	0.66
1	13475160	13483117	+	transcript:Zm00001d027788_T007	gene:Zm00001d027788	0.35	0.72
1	13475167	13481727	+	transcript:Zm00001d027788_T012	gene:Zm00001d027788	0.28	0.7
1	13475167	13481748	+	transcript:Zm00001d027788_T016	gene:Zm00001d027788	0.29	0.66
1	13475167	13481755	+	transcript:Zm00001d027788_T018	gene:Zm00001d027788	0.27	0.7
1	13475210	13481747	+	transcript:Zm00001d027788_T028	gene:Zm00001d027788	0.28	0.72
1	13475235	13481793	+	transcript:Zm00001d027788_T030	gene:Zm00001d027788	0.30	0.7
1	13475246	13483120	+	transcript:Zm00001d027788_T031	gene:Zm00001d027788	0.28	0.75
1	13475268	13481738	+	transcript:Zm00001d027788_T032	gene:Zm00001d027788	0.30	0.72
1	13475311	13483202	+	transcript:Zm00001d027788_T033	gene:Zm00001d027788	0.28	0.75
1	13475349	13480911	+	transcript:Zm00001d027788_T036	gene:Zm00001d027788	0.32	0.33
1	13475984	13481748	+	transcript:Zm00001d027788_T039	gene:Zm00001d027788	0.38	0.66
1	13476017	13483115	+	transcript:Zm00001d027788_T040	gene:Zm00001d027788	0.45	0.7
1	13815367	13827552	+	transcript:Zm00001d027801_T008	gene:Zm00001d027801	0.16	0.71
1	13815367	13827552	+	transcript:Zm00001d027801_T003	gene:Zm00001d027801	0.20	0.68
1	13822889	13827552	+	transcript:Zm00001d027801_T021	gene:Zm00001d027801	0.45	0.72
1	13863342	13867102	-	transcript:Zm00001d027802_T004	gene:Zm00001d027802	0.13	0.5
1	13914007	13915958	-	transcript:Zm00001d027804_T001	gene:Zm00001d027804	0.15	0.33
1	13965284	13968673	+	transcript:Zm00001d027805_T001	gene:Zm00001d027805	0.31	0.5
1	13966169	13968573	+	transcript:Zm00001d027805_T002	gene:Zm00001d027805	0.25	0.5
1	13966169	13968578	+	transcript:Zm00001d027805_T003	gene:Zm00001d027805	0.23	0.5
1	13966184	13968673	+	transcript:Zm00001d027805_T004	gene:Zm00001d027805	0.23	0.5
1	13966299	13968424	+	transcript:Zm00001d027805_T005	gene:Zm00001d027805	0.30	0.5
1	13967487	13968574	+	transcript:Zm00001d027805_T007	gene:Zm00001d027805	0.32	0.5
1	14018191	14030659	-	transcript:Zm00001d027807_T020	gene:Zm00001d027807	0.32	0.57
1	14018191	14030679	-	transcript:Zm00001d027807_T023	gene:Zm00001d027807	0.32	0.57
1	14207663	14212465	-	transcript:Zm00001d027809_T001	gene:Zm00001d027809	0.31	0.75
1	14208069	14209086	-	transcript:Zm00001d027809_T003	gene:Zm00001d027809	0.29	0.5
1	14329827	14333778	-	transcript:Zm00001d027815_T001	gene:Zm00001d027815	0.32	0.72
1	14576869	14577916	-	transcript:Zm00001d027823_T001	gene:Zm00001d027823	0.12	0.5
1	14606206	14611811	-	transcript:Zm00001d027826_T002	gene:Zm00001d027826	0.10	0.75
1	14655397	14656475	+	transcript:Zm00001d027833_T001	gene:Zm00001d027833	0.31	0.33
1	14665693	14671725	+	transcript:Zm00001d027834_T001	gene:Zm00001d027834	0.36	0.75
1	14665693	14671725	+	transcript:Zm00001d027834_T003	gene:Zm00001d027834	0.42	0.5
1	14669582	14671725	+	transcript:Zm00001d027834_T004	gene:Zm00001d027834	0.41	0.66
1	14831571	14846630	+	transcript:Zm00001d027841_T001	gene:Zm00001d027841	0.13	0.75
1	14882459	14891319	-	transcript:Zm00001d027842_T003	gene:Zm00001d027842	0.28	0.66
1	15012548	15013896	-	transcript:Zm00001d027844_T001	gene:Zm00001d027844	0.28	0.75
1	15012604	15013654	-	transcript:Zm00001d027844_T002	gene:Zm00001d027844	0.27	0.4
1	15065545	15072521	-	transcript:Zm00001d027847_T001	gene:Zm00001d027847	0.41	0.5
1	15120744	15125746	-	transcript:Zm00001d027848_T001	gene:Zm00001d027848	0.28	0.71
1	15120744	15125746	-	transcript:Zm00001d027848_T002	gene:Zm00001d027848	0.29	0.57
1	15120879	15124111	-	transcript:Zm00001d027848_T013	gene:Zm00001d027848	0.22	0.6
1	15195298	15196077	-	transcript:Zm00001d027852_T002	gene:Zm00001d027852	0.36	0.5
1	15530277	15532211	-	transcript:Zm00001d027860_T001	gene:Zm00001d027860	0.25	0.33
1	15763100	15768449	+	transcript:Zm00001d027868_T002	gene:Zm00001d027868	0.26	0.75
1	15763116	15768449	+	transcript:Zm00001d027868_T004	gene:Zm00001d027868	0.42	0.71
1	15961983	15975352	+	transcript:Zm00001d027869_T002	gene:Zm00001d027869	0.31	0.69
1	15971190	15974162	+	transcript:Zm00001d027869_T006	gene:Zm00001d027869	0.35	0.75
1	16227533	16232122	+	transcript:Zm00001d027876_T002	gene:Zm00001d027876	0.31	0.75
1	16227533	16235054	+	transcript:Zm00001d027876_T003	gene:Zm00001d027876	0.39	0.7
1	16436908	16447108	-	transcript:Zm00001d027880_T002	gene:Zm00001d027880	0.43	0.41
1	16437045	16446755	-	transcript:Zm00001d027880_T004	gene:Zm00001d027880	0.43	0.35
1	16748760	16752406	-	transcript:Zm00001d027888_T001	gene:Zm00001d027888	0.06	0.5
1	16968886	16977019	+	transcript:Zm00001d027895_T001	gene:Zm00001d027895	0.27	0.6
1	16968985	16976970	+	transcript:Zm00001d027895_T007	gene:Zm00001d027895	0.46	0.75
1	16968987	16976978	+	transcript:Zm00001d027895_T008	gene:Zm00001d027895	0.09	0.6
1	16968995	16976867	+	transcript:Zm00001d027895_T009	gene:Zm00001d027895	0.48	0.33
1	16968995	16976874	+	transcript:Zm00001d027895_T010	gene:Zm00001d027895	0.44	0.55
1	16968995	16976932	+	transcript:Zm00001d027895_T011	gene:Zm00001d027895	0.42	0.6
1	16969005	16976914	+	transcript:Zm00001d027895_T013	gene:Zm00001d027895	0.10	0.75
1	16969036	16977019	+	transcript:Zm00001d027895_T016	gene:Zm00001d027895	0.50	0.5
1	16969055	16973690	+	transcript:Zm00001d027895_T018	gene:Zm00001d027895	0.48	0.5
1	16969056	16976966	+	transcript:Zm00001d027895_T019	gene:Zm00001d027895	0.30	0.6
1	16999913	17001529	+	transcript:Zm00001d027897_T001	gene:Zm00001d027897	0.07	0.75
1	17314485	17317861	+	transcript:Zm00001d027907_T001	gene:Zm00001d027907	0.39	0.75
1	17368177	17370245	-	transcript:Zm00001d027911_T001	gene:Zm00001d027911	0.28	0.75
1	17368285	17370245	-	transcript:Zm00001d027911_T002	gene:Zm00001d027911	0.31	0.5
1	17609594	17610863	+	transcript:Zm00001d027918_T001	gene:Zm00001d027918	0.50	0.5
1	17615686	17625933	-	transcript:Zm00001d027919_T002	gene:Zm00001d027919	0.22	0.75
