#chr	start	end	strand	transcript	gene	AED	QI2
2	2101198	2107112	+	transcript:Zm00001d001866_T004	gene:Zm00001d001866	0.14	0.62
2	2101205	2107001	+	transcript:Zm00001d001866_T006	gene:Zm00001d001866	0.20	0.66
2	2101247	2106839	+	transcript:Zm00001d001866_T007	gene:Zm00001d001866	0.17	0.75
2	2101247	2107098	+	transcript:Zm00001d001866_T008	gene:Zm00001d001866	0.21	0.66
2	2101288	2107171	+	transcript:Zm00001d001866_T009	gene:Zm00001d001866	0.35	0.71
2	2101728	2106739	+	transcript:Zm00001d001866_T011	gene:Zm00001d001866	0.34	0.75
2	2102121	2107112	+	transcript:Zm00001d001866_T012	gene:Zm00001d001866	0.29	0.42
2	2248012	2255953	+	transcript:Zm00001d001879_T010	gene:Zm00001d001879	0.25	0.75
2	2248017	2255943	+	transcript:Zm00001d001879_T011	gene:Zm00001d001879	0.12	0.7
2	2309733	2313192	+	transcript:Zm00001d001881_T004	gene:Zm00001d001881	0.19	0.66
2	2322242	2329716	-	transcript:Zm00001d001882_T001	gene:Zm00001d001882	0.12	0.66
2	2322243	2329777	-	transcript:Zm00001d001882_T003	gene:Zm00001d001882	0.10	0.5
2	2322306	2329737	-	transcript:Zm00001d001882_T005	gene:Zm00001d001882	0.10	0.66
2	2322335	2329732	-	transcript:Zm00001d001882_T006	gene:Zm00001d001882	0.16	0.66
2	2349526	2354941	+	transcript:Zm00001d001884_T004	gene:Zm00001d001884	0.10	0.6
2	2351401	2354670	+	transcript:Zm00001d001884_T007	gene:Zm00001d001884	0.19	0.75
2	2794516	2796346	+	transcript:Zm00001d001912_T003	gene:Zm00001d001912	0.03	0.75
2	2799911	2802482	+	transcript:Zm00001d001913_T002	gene:Zm00001d001913	0.24	0.75
2	2800236	2802462	+	transcript:Zm00001d001913_T005	gene:Zm00001d001913	0.36	0.66
2	2803876	2808450	-	transcript:Zm00001d001914_T002	gene:Zm00001d001914	0.21	0.7
2	2812723	2813940	-	transcript:Zm00001d001915_T002	gene:Zm00001d001915	0.20	0.5
2	2907767	2912823	+	transcript:Zm00001d001917_T005	gene:Zm00001d001917	0.30	0.75
2	2907794	2919021	+	transcript:Zm00001d001917_T011	gene:Zm00001d001917	0.29	0.75
2	2909008	2919030	+	transcript:Zm00001d001917_T015	gene:Zm00001d001917	0.35	0.5
2	2914012	2919044	+	transcript:Zm00001d001917_T019	gene:Zm00001d001917	0.29	0.75
2	2954108	2956443	-	transcript:Zm00001d001921_T001	gene:Zm00001d001921	0.11	0.5
2	2689185	2697141	+	transcript:Zm00001d001908_T001	gene:Zm00001d001908	0.31	0.58
2	3425808	3432915	+	transcript:Zm00001d001952_T001	gene:Zm00001d001952	0.33	0.6
2	3438958	3444350	-	transcript:Zm00001d001953_T001	gene:Zm00001d001953	0.07	0.66
2	3439285	3444350	-	transcript:Zm00001d001953_T005	gene:Zm00001d001953	0.11	0.6
2	3466022	3468553	-	transcript:Zm00001d001957_T001	gene:Zm00001d001957	0.15	0.75
2	3543770	3549930	+	transcript:Zm00001d001959_T001	gene:Zm00001d001959	0.07	0.5
2	3559279	3560951	+	transcript:Zm00001d001960_T002	gene:Zm00001d001960	0.16	0.5
2	3045358	3046447	+	transcript:Zm00001d001926_T002	gene:Zm00001d001926	0.16	0.5
2	3045358	3046447	+	transcript:Zm00001d001926_T001	gene:Zm00001d001926	0.20	0.66
2	3061215	3062758	-	transcript:Zm00001d001927_T001	gene:Zm00001d001927	0.32	0.5
2	3081076	3089139	+	transcript:Zm00001d001929_T002	gene:Zm00001d001929	0.18	0.62
2	3081097	3089139	+	transcript:Zm00001d001929_T004	gene:Zm00001d001929	0.25	0.72
2	3086351	3089138	+	transcript:Zm00001d001929_T006	gene:Zm00001d001929	0.45	0.66
2	3086356	3089095	+	transcript:Zm00001d001929_T008	gene:Zm00001d001929	0.42	0.75
2	3093088	3096658	-	transcript:Zm00001d001932_T001	gene:Zm00001d001932	0.16	0.71
2	3097389	3101616	-	transcript:Zm00001d001933_T002	gene:Zm00001d001933	0.20	0.5
2	3119830	3123912	-	transcript:Zm00001d001937_T003	gene:Zm00001d001937	0.14	0.5
2	3193632	3195814	+	transcript:Zm00001d001939_T005	gene:Zm00001d001939	0.25	0.66
2	3244741	3247431	+	transcript:Zm00001d001944_T001	gene:Zm00001d001944	0.28	0.66
2	2987350	2992406	+	transcript:Zm00001d001923_T005	gene:Zm00001d001923	0.36	0.75
2	2987376	2992383	+	transcript:Zm00001d001923_T011	gene:Zm00001d001923	0.37	0.75
2	2993595	2998654	+	transcript:Zm00001d001923_T018	gene:Zm00001d001923	0.36	0.75
2	2994683	3010575	+	transcript:Zm00001d001923_T019	gene:Zm00001d001923	0.39	0.5
2	2994971	3010765	+	transcript:Zm00001d001923_T021	gene:Zm00001d001923	0.45	0.66
2	3005532	3010671	+	transcript:Zm00001d001923_T022	gene:Zm00001d001923	0.41	0.75
2	3005537	3010600	+	transcript:Zm00001d001923_T023	gene:Zm00001d001923	0.46	0.5
2	3005548	3010796	+	transcript:Zm00001d001923_T024	gene:Zm00001d001923	0.45	0.66
2	3005560	3010596	+	transcript:Zm00001d001923_T025	gene:Zm00001d001923	0.41	0.5
2	3958780	3962322	-	transcript:Zm00001d001987_T001	gene:Zm00001d001987	0.27	0.57
2	3958780	3962322	-	transcript:Zm00001d001987_T002	gene:Zm00001d001987	0.24	0.75
2	4000536	4005122	+	transcript:Zm00001d001988_T002	gene:Zm00001d001988	0.20	0.57
2	4000536	4005122	+	transcript:Zm00001d001988_T001	gene:Zm00001d001988	0.17	0.71
2	4000635	4005081	+	transcript:Zm00001d001988_T003	gene:Zm00001d001988	0.35	0.66
2	4000702	4005122	+	transcript:Zm00001d001988_T004	gene:Zm00001d001988	0.18	0.71
2	4000719	4005061	+	transcript:Zm00001d001988_T005	gene:Zm00001d001988	0.14	0.71
2	4137970	4142554	-	transcript:Zm00001d001999_T002	gene:Zm00001d001999	0.39	0.5
2	4138011	4142478	-	transcript:Zm00001d001999_T006	gene:Zm00001d001999	0.42	0.71
2	4138751	4142552	-	transcript:Zm00001d001999_T009	gene:Zm00001d001999	0.28	0.71
2	4167593	4172032	+	transcript:Zm00001d002003_T005	gene:Zm00001d002003	0.11	0.5
2	4167593	4172032	+	transcript:Zm00001d002003_T003	gene:Zm00001d002003	0.18	0.5
2	4167593	4172032	+	transcript:Zm00001d002003_T006	gene:Zm00001d002003	0.10	0.5
2	3659023	3665954	+	transcript:Zm00001d001968_T001	gene:Zm00001d001968	0.28	0.72
2	3798165	3819102	+	transcript:Zm00001d001978_T016	gene:Zm00001d001978	0.33	0.71
2	3824107	3826418	-	transcript:Zm00001d001979_T001	gene:Zm00001d001979	0.18	0.5
2	3824254	3826568	-	transcript:Zm00001d001979_T002	gene:Zm00001d001979	0.14	0.5
2	3572227	3587792	+	transcript:Zm00001d001962_T002	gene:Zm00001d001962	0.13	0.75
2	3573313	3587792	+	transcript:Zm00001d001962_T023	gene:Zm00001d001962	0.21	0.61
2	4277523	4284581	-	transcript:Zm00001d002006_T002	gene:Zm00001d002006	0.18	0.75
2	4299771	4305794	+	transcript:Zm00001d002007_T002	gene:Zm00001d002007	0.35	0.5
2	4325836	4336209	-	transcript:Zm00001d002012_T003	gene:Zm00001d002012	0.09	0.66
2	4177227	4180187	+	transcript:Zm00001d002004_T001	gene:Zm00001d002004	0.12	0.66
2	4547371	4552545	+	transcript:Zm00001d002022_T011	gene:Zm00001d002022	0.19	0.75
2	4628845	4634985	+	transcript:Zm00001d002025_T001	gene:Zm00001d002025	0.18	0.55
2	4656652	4661418	+	transcript:Zm00001d002027_T001	gene:Zm00001d002027	0.22	0.75
2	4663113	4666196	+	transcript:Zm00001d002028_T001	gene:Zm00001d002028	0.22	0.66
2	4666311	4669499	-	transcript:Zm00001d002029_T002	gene:Zm00001d002029	0.25	0.75
2	4479456	4481480	-	transcript:Zm00001d002020_T003	gene:Zm00001d002020	0.09	0.33
2	5233172	5236993	+	transcript:Zm00001d002065_T003	gene:Zm00001d002065	0.26	0.5
2	5233173	5237006	+	transcript:Zm00001d002065_T005	gene:Zm00001d002065	0.16	0.75
2	5233178	5237002	+	transcript:Zm00001d002065_T009	gene:Zm00001d002065	0.10	0.66
2	5235836	5237006	+	transcript:Zm00001d002065_T012	gene:Zm00001d002065	0.28	0.5
2	4861555	4865979	+	transcript:Zm00001d002038_T004	gene:Zm00001d002038	0.18	0.72
2	4919846	4921440	+	transcript:Zm00001d002042_T001	gene:Zm00001d002042	0.19	0.5
2	4929052	4931551	-	transcript:Zm00001d002044_T001	gene:Zm00001d002044	0.11	0.66
2	4929052	4931551	-	transcript:Zm00001d002044_T003	gene:Zm00001d002044	0.08	0.5
2	4929052	4931551	-	transcript:Zm00001d002044_T002	gene:Zm00001d002044	0.08	0.5
2	4954094	4955881	+	transcript:Zm00001d002048_T001	gene:Zm00001d002048	0.38	0.6
2	4956684	4958749	+	transcript:Zm00001d002049_T001	gene:Zm00001d002049	0.39	0.75
2	5013869	5016668	-	transcript:Zm00001d002051_T002	gene:Zm00001d002051	0.12	0.75
2	5018239	5021343	-	transcript:Zm00001d002052_T004	gene:Zm00001d002052	0.27	0.5
2	5036500	5039237	-	transcript:Zm00001d002054_T001	gene:Zm00001d002054	0.37	0.5
2	5043401	5046833	-	transcript:Zm00001d002056_T007	gene:Zm00001d002056	0.18	0.66
2	5044971	5047667	-	transcript:Zm00001d002056_T009	gene:Zm00001d002056	0.21	0.75
2	5047549	5056668	+	transcript:Zm00001d002058_T001	gene:Zm00001d002058	0.11	0.66
2	4794172	4806276	+	transcript:Zm00001d002032_T006	gene:Zm00001d002032	0.32	0.38
2	4794172	4806276	+	transcript:Zm00001d002032_T008	gene:Zm00001d002032	0.20	0.37
2	4794172	4806276	+	transcript:Zm00001d002032_T002	gene:Zm00001d002032	0.21	0.35
2	4794172	4806276	+	transcript:Zm00001d002032_T004	gene:Zm00001d002032	0.33	0.4
2	4794172	4806276	+	transcript:Zm00001d002032_T003	gene:Zm00001d002032	0.34	0.33
2	4794461	4805664	+	transcript:Zm00001d002032_T009	gene:Zm00001d002032	0.27	0.75
2	4794507	4806233	+	transcript:Zm00001d002032_T013	gene:Zm00001d002032	0.20	0.69
2	4794519	4805598	+	transcript:Zm00001d002032_T014	gene:Zm00001d002032	0.24	0.7
2	4794530	4805698	+	transcript:Zm00001d002032_T019	gene:Zm00001d002032	0.23	0.72
2	4794530	4806230	+	transcript:Zm00001d002032_T021	gene:Zm00001d002032	0.15	0.7
2	4794541	4805599	+	transcript:Zm00001d002032_T022	gene:Zm00001d002032	0.25	0.57
2	4794547	4806257	+	transcript:Zm00001d002032_T024	gene:Zm00001d002032	0.38	0.6
2	4794562	4806276	+	transcript:Zm00001d002032_T025	gene:Zm00001d002032	0.19	0.69
2	4794666	4806230	+	transcript:Zm00001d002032_T026	gene:Zm00001d002032	0.29	0.7
2	4794675	4805605	+	transcript:Zm00001d002032_T027	gene:Zm00001d002032	0.41	0.5
2	4794744	4805703	+	transcript:Zm00001d002032_T028	gene:Zm00001d002032	0.40	0.66
2	4794744	4806163	+	transcript:Zm00001d002032_T029	gene:Zm00001d002032	0.21	0.57
2	4794919	4806226	+	transcript:Zm00001d002032_T031	gene:Zm00001d002032	0.15	0.66
2	4794954	4806259	+	transcript:Zm00001d002032_T033	gene:Zm00001d002032	0.15	0.68
2	4795034	4805697	+	transcript:Zm00001d002032_T034	gene:Zm00001d002032	0.28	0.66
2	4795238	4805057	+	transcript:Zm00001d002032_T036	gene:Zm00001d002032	0.32	0.75
2	4796689	4805697	+	transcript:Zm00001d002032_T041	gene:Zm00001d002032	0.32	0.62
2	4798724	4805681	+	transcript:Zm00001d002032_T042	gene:Zm00001d002032	0.23	0.55
2	4798772	4805622	+	transcript:Zm00001d002032_T043	gene:Zm00001d002032	0.27	0.5
2	4800110	4806229	+	transcript:Zm00001d002032_T044	gene:Zm00001d002032	0.24	0.66
2	4800373	4805751	+	transcript:Zm00001d002032_T045	gene:Zm00001d002032	0.43	0.5
2	4800970	4806230	+	transcript:Zm00001d002032_T046	gene:Zm00001d002032	0.31	0.5
2	5581258	5582334	-	transcript:Zm00001d002081_T001	gene:Zm00001d002081	0.46	0.33
2	5631271	5632986	-	transcript:Zm00001d002082_T001	gene:Zm00001d002082	0.41	0.66
2	6027611	6028529	-	transcript:Zm00001d002107_T001	gene:Zm00001d002107	0.16	0.66
2	6042639	6045614	-	transcript:Zm00001d002110_T001	gene:Zm00001d002110	0.22	0.5
2	6080286	6089298	+	transcript:Zm00001d002113_T001	gene:Zm00001d002113	0.44	0.41
2	6080288	6091967	+	transcript:Zm00001d002113_T002	gene:Zm00001d002113	0.39	0.62
2	6080288	6091970	+	transcript:Zm00001d002113_T004	gene:Zm00001d002113	0.45	0.41
2	6080288	6091970	+	transcript:Zm00001d002113_T006	gene:Zm00001d002113	0.29	0.62
2	6080288	6091970	+	transcript:Zm00001d002113_T005	gene:Zm00001d002113	0.28	0.5
2	6080288	6091970	+	transcript:Zm00001d002113_T003	gene:Zm00001d002113	0.38	0.5
2	6080288	6092137	+	transcript:Zm00001d002113_T007	gene:Zm00001d002113	0.28	0.5
2	6080288	6092137	+	transcript:Zm00001d002113_T009	gene:Zm00001d002113	0.27	0.56
2	6080288	6092137	+	transcript:Zm00001d002113_T010	gene:Zm00001d002113	0.27	0.58
2	6080288	6092137	+	transcript:Zm00001d002113_T008	gene:Zm00001d002113	0.26	0.52
2	6080288	6092137	+	transcript:Zm00001d002113_T011	gene:Zm00001d002113	0.22	0.62
2	6080294	6090841	+	transcript:Zm00001d002113_T012	gene:Zm00001d002113	0.50	0.61
2	6080305	6091906	+	transcript:Zm00001d002113_T013	gene:Zm00001d002113	0.32	0.75
2	6080312	6091970	+	transcript:Zm00001d002113_T014	gene:Zm00001d002113	0.29	0.61
2	6080314	6085964	+	transcript:Zm00001d002113_T015	gene:Zm00001d002113	0.41	0.62
2	6080321	6089188	+	transcript:Zm00001d002113_T016	gene:Zm00001d002113	0.22	0.53
2	6080364	6091918	+	transcript:Zm00001d002113_T017	gene:Zm00001d002113	0.31	0.7
2	6080364	6091970	+	transcript:Zm00001d002113_T018	gene:Zm00001d002113	0.32	0.47
2	6080364	6092044	+	transcript:Zm00001d002113_T019	gene:Zm00001d002113	0.30	0.64
2	6080502	6091916	+	transcript:Zm00001d002113_T021	gene:Zm00001d002113	0.33	0.61
2	6082907	6091918	+	transcript:Zm00001d002113_T022	gene:Zm00001d002113	0.41	0.61
2	6126850	6132230	+	transcript:Zm00001d002119_T020	gene:Zm00001d002119	0.16	0.71
2	6150635	6155146	+	transcript:Zm00001d002122_T002	gene:Zm00001d002122	0.24	0.6
2	6150698	6155146	+	transcript:Zm00001d002122_T003	gene:Zm00001d002122	0.29	0.66
2	6150803	6155146	+	transcript:Zm00001d002122_T004	gene:Zm00001d002122	0.29	0.75
2	5711305	5715286	+	transcript:Zm00001d002084_T007	gene:Zm00001d002084	0.12	0.75
2	5787679	5791994	-	transcript:Zm00001d002089_T042	gene:Zm00001d002089	0.36	0.75
2	5787729	5791835	-	transcript:Zm00001d002089_T068	gene:Zm00001d002089	0.30	0.75
2	5846190	5852086	-	transcript:Zm00001d002091_T003	gene:Zm00001d002091	0.22	0.75
2	5969147	5976351	-	transcript:Zm00001d002099_T006	gene:Zm00001d002099	0.30	0.66
2	6449296	6454805	-	transcript:Zm00001d002135_T001	gene:Zm00001d002135	0.26	0.61
2	6563943	6574226	-	transcript:Zm00001d002141_T003	gene:Zm00001d002141	0.18	0.5
2	6563943	6574240	-	transcript:Zm00001d002141_T004	gene:Zm00001d002141	0.27	0.33
2	6564013	6574226	-	transcript:Zm00001d002141_T006	gene:Zm00001d002141	0.44	0.5
2	6564023	6567349	-	transcript:Zm00001d002141_T007	gene:Zm00001d002141	0.41	0.5
2	6564023	6573378	-	transcript:Zm00001d002141_T008	gene:Zm00001d002141	0.36	0.5
2	6564023	6574240	-	transcript:Zm00001d002141_T009	gene:Zm00001d002141	0.25	0.5
2	6564024	6567359	-	transcript:Zm00001d002141_T010	gene:Zm00001d002141	0.41	0.5
2	6572183	6574223	-	transcript:Zm00001d002141_T023	gene:Zm00001d002141	0.31	0.5
2	6290925	6297632	-	transcript:Zm00001d002125_T015	gene:Zm00001d002125	0.50	0.66
2	6290891	6302440	-	transcript:Zm00001d002125_T002	gene:Zm00001d002125	0.26	0.75
2	6290907	6302426	-	transcript:Zm00001d002125_T009	gene:Zm00001d002125	0.26	0.75
2	6290924	6301189	-	transcript:Zm00001d002125_T013	gene:Zm00001d002125	0.32	0.66
2	6290924	6302389	-	transcript:Zm00001d002125_T014	gene:Zm00001d002125	0.26	0.75
2	6290931	6302510	-	transcript:Zm00001d002125_T021	gene:Zm00001d002125	0.26	0.75
2	6290932	6302426	-	transcript:Zm00001d002125_T023	gene:Zm00001d002125	0.26	0.75
2	6290933	6300113	-	transcript:Zm00001d002125_T026	gene:Zm00001d002125	0.36	0.5
2	6290936	6302426	-	transcript:Zm00001d002125_T027	gene:Zm00001d002125	0.26	0.75
2	6290948	6302426	-	transcript:Zm00001d002125_T032	gene:Zm00001d002125	0.26	0.75
2	6819779	6827537	-	transcript:Zm00001d002149_T004	gene:Zm00001d002149	0.26	0.66
2	6819827	6827536	-	transcript:Zm00001d002149_T005	gene:Zm00001d002149	0.21	0.5
2	6820477	6827482	-	transcript:Zm00001d002149_T007	gene:Zm00001d002149	0.31	0.5
2	6825193	6827540	-	transcript:Zm00001d002149_T008	gene:Zm00001d002149	0.37	0.5
2	6874839	6877507	+	transcript:Zm00001d002155_T002	gene:Zm00001d002155	0.06	0.75
2	7300454	7303218	+	transcript:Zm00001d002178_T001	gene:Zm00001d002178	0.30	0.33
2	7300454	7304565	+	transcript:Zm00001d002178_T002	gene:Zm00001d002178	0.21	0.4
2	7303385	7304565	+	transcript:Zm00001d002178_T004	gene:Zm00001d002178	0.40	0.5
2	7399561	7402797	+	transcript:Zm00001d002181_T001	gene:Zm00001d002181	0.29	0.6
2	7002198	7013165	+	transcript:Zm00001d002164_T001	gene:Zm00001d002164	0.13	0.66
2	7002211	7013171	+	transcript:Zm00001d002164_T006	gene:Zm00001d002164	0.37	0.66
2	7002226	7013168	+	transcript:Zm00001d002164_T011	gene:Zm00001d002164	0.36	0.5
2	7002232	7013158	+	transcript:Zm00001d002164_T012	gene:Zm00001d002164	0.14	0.66
2	7002257	7012680	+	transcript:Zm00001d002164_T013	gene:Zm00001d002164	0.32	0.6
2	7002267	7012654	+	transcript:Zm00001d002164_T015	gene:Zm00001d002164	0.32	0.5
2	7002272	7013167	+	transcript:Zm00001d002164_T016	gene:Zm00001d002164	0.38	0.66
2	7002307	7013168	+	transcript:Zm00001d002164_T018	gene:Zm00001d002164	0.32	0.5
2	7002322	7012657	+	transcript:Zm00001d002164_T019	gene:Zm00001d002164	0.19	0.75
2	7002342	7013136	+	transcript:Zm00001d002164_T020	gene:Zm00001d002164	0.32	0.5
2	7002453	7013168	+	transcript:Zm00001d002164_T022	gene:Zm00001d002164	0.38	0.5
2	7053617	7066223	+	transcript:Zm00001d002166_T005	gene:Zm00001d002166	0.20	0.33
2	7058085	7066113	+	transcript:Zm00001d002166_T010	gene:Zm00001d002166	0.32	0.5
2	7058099	7066182	+	transcript:Zm00001d002166_T013	gene:Zm00001d002166	0.28	0.66
2	7058123	7066184	+	transcript:Zm00001d002166_T014	gene:Zm00001d002166	0.31	0.5
2	7058338	7066222	+	transcript:Zm00001d002166_T016	gene:Zm00001d002166	0.30	0.66
2	7062047	7066075	+	transcript:Zm00001d002166_T022	gene:Zm00001d002166	0.09	0.66
2	7062099	7066112	+	transcript:Zm00001d002166_T033	gene:Zm00001d002166	0.15	0.5
2	7062099	7066112	+	transcript:Zm00001d002166_T032	gene:Zm00001d002166	0.15	0.5
2	7062099	7066132	+	transcript:Zm00001d002166_T035	gene:Zm00001d002166	0.14	0.5
2	7062099	7066160	+	transcript:Zm00001d002166_T036	gene:Zm00001d002166	0.14	0.5
2	7062111	7066121	+	transcript:Zm00001d002166_T044	gene:Zm00001d002166	0.15	0.5
2	7094303	7100246	+	transcript:Zm00001d002169_T002	gene:Zm00001d002169	0.16	0.66
2	7094303	7100291	+	transcript:Zm00001d002169_T003	gene:Zm00001d002169	0.15	0.66
2	7094309	7100246	+	transcript:Zm00001d002169_T010	gene:Zm00001d002169	0.15	0.66
2	7094309	7100255	+	transcript:Zm00001d002169_T012	gene:Zm00001d002169	0.15	0.66
2	7094309	7100270	+	transcript:Zm00001d002169_T013	gene:Zm00001d002169	0.15	0.66
2	7094910	7100353	+	transcript:Zm00001d002169_T016	gene:Zm00001d002169	0.11	0.5
2	7096167	7100068	+	transcript:Zm00001d002169_T018	gene:Zm00001d002169	0.14	0.66
2	7096167	7100099	+	transcript:Zm00001d002169_T022	gene:Zm00001d002169	0.12	0.66
2	7110526	7119435	+	transcript:Zm00001d002172_T001	gene:Zm00001d002172	0.37	0.5
2	7833348	7838132	+	transcript:Zm00001d002198_T001	gene:Zm00001d002198	0.15	0.66
2	7537954	7546246	+	transcript:Zm00001d002184_T003	gene:Zm00001d002184	0.11	0.66
2	8254579	8257472	+	transcript:Zm00001d002208_T001	gene:Zm00001d002208	0.09	0.66
2	8312312	8313967	+	transcript:Zm00001d002214_T001	gene:Zm00001d002214	0.17	0.66
2	8373808	8375862	+	transcript:Zm00001d002221_T001	gene:Zm00001d002221	0.31	0.66
2	8756124	8760087	-	transcript:Zm00001d002244_T001	gene:Zm00001d002244	0.05	0.57
2	8756127	8760087	-	transcript:Zm00001d002244_T003	gene:Zm00001d002244	0.08	0.66
2	8756133	8760035	-	transcript:Zm00001d002244_T007	gene:Zm00001d002244	0.06	0.71
2	8756240	8760001	-	transcript:Zm00001d002244_T008	gene:Zm00001d002244	0.11	0.71
2	9085387	9088904	-	transcript:Zm00001d002259_T002	gene:Zm00001d002259	0.43	0.5
2	9085387	9088906	-	transcript:Zm00001d002259_T003	gene:Zm00001d002259	0.43	0.4
2	9089887	9091686	-	transcript:Zm00001d002260_T001	gene:Zm00001d002260	0.33	0.62
2	9089887	9093334	-	transcript:Zm00001d002260_T002	gene:Zm00001d002260	0.23	0.7
2	9089889	9091686	-	transcript:Zm00001d002260_T004	gene:Zm00001d002260	0.33	0.71
2	9089890	9091686	-	transcript:Zm00001d002260_T010	gene:Zm00001d002260	0.35	0.66
2	9174750	9176704	+	transcript:Zm00001d002267_T002	gene:Zm00001d002267	0.13	0.33
2	9175466	9176687	+	transcript:Zm00001d002267_T003	gene:Zm00001d002267	0.30	0.5
2	9188025	9188928	+	transcript:Zm00001d002271_T002	gene:Zm00001d002271	0.12	0.5
2	9188025	9188930	+	transcript:Zm00001d002271_T003	gene:Zm00001d002271	0.13	0.5
2	9188025	9188938	+	transcript:Zm00001d002271_T004	gene:Zm00001d002271	0.11	0.5
2	9188025	9188939	+	transcript:Zm00001d002271_T005	gene:Zm00001d002271	0.16	0.5
2	9189239	9194025	-	transcript:Zm00001d002272_T002	gene:Zm00001d002272	0.26	0.72
2	8466391	8469723	+	transcript:Zm00001d002234_T011	gene:Zm00001d002234	0.26	0.5
2	8466391	8470216	+	transcript:Zm00001d002234_T012	gene:Zm00001d002234	0.19	0.57
2	8470331	8477172	-	transcript:Zm00001d002235_T002	gene:Zm00001d002235	0.09	0.75
2	8470331	8477172	-	transcript:Zm00001d002235_T003	gene:Zm00001d002235	0.16	0.71
2	8607518	8615191	-	transcript:Zm00001d002239_T001	gene:Zm00001d002239	0.23	0.57
2	8607518	8615343	-	transcript:Zm00001d002239_T005	gene:Zm00001d002239	0.47	0.41
2	8607518	8615343	-	transcript:Zm00001d002239_T007	gene:Zm00001d002239	0.46	0.38
2	8607518	8615343	-	transcript:Zm00001d002239_T002	gene:Zm00001d002239	0.38	0.38
2	8607518	8615343	-	transcript:Zm00001d002239_T006	gene:Zm00001d002239	0.37	0.45
2	8607518	8615343	-	transcript:Zm00001d002239_T004	gene:Zm00001d002239	0.46	0.38
